"","murdock_name","land_area","atlantic_number15","atlantic_number16","atlantic_number17","atlantic_number18","indian_number15","indian_number16","indian_number17","indian_number18","atlantic_all_years","indian_all_years"
"365","KILINGA",6666.03694767909,0,0,0,145,0,0,0,0,145,0
"366","KIMBU",29219.6849416713,0,0,0,0,41,20,44,69,0,174
"367","KIMBUNDU",81511.1041712638,189,16808,303,50733,0,0,0,0,68033,0
"368","KIMR",5382.42583170891,0,0,0,0,0,0,0,0,0,0
"369","KINDIGA",4104.40214393935,0,0,0,0,0,0,0,0,0,0
"370","KINGA",8618.4021540993,0,0,0,0,491,245,527,824,0,2087
"371","KIPSIGI",5729.41271308576,0,0,0,0,0,0,0,0,0,0
"372","KISAMA",9935.03079875209,0,525,0,5506,0,0,0,0,6031,0
"373","KISI",4382.67642912283,0,0,0,585,82,41,88,137,585,348
"374","KISSI",9744.22771581839,0,0,57508,5126,0,0,0,0,62634,0
"375","KITA",12000.378436631,0,0,0,0,0,0,0,0,0,0
"376","KOALIB",16412.601507583,0,0,0,0,0,0,0,0,0,0
"377","KOBA",19014.9428358515,0,0,0,0,0,0,0,0,0,0
"378","KOKO",16087.2789909587,0,0,3059,94,0,0,0,0,3153,0
"379","KOM",1761.7989489302,0,0,0,0,0,0,0,0,0,0
"380","KOMA",15090.1871622651,0,0,0,0,0,0,0,0,0,0
"381","KOMONO",4340.33845954991,0,0,0,0,0,0,0,0,0,0
"382","KONA",2726.56711651112,0,0,0,0,0,0,0,0,0,0
"383","KONGO",126510.046753023,33299,249221,1917561,1638872,0,0,0,0,3838953,0
"384","KONJO",17700.3586178215,0,0,0,0,0,0,0,0,0,0
"385","KONKOMBA",5919.99695622901,0,0,126357,11934,0,0,0,0,138291,0
"386","KONO",5796.51004271731,0,0,0,400,0,0,0,0,400,0
"387","KONONGO",22744.9275676533,0,0,0,0,20,10,22,34,0,86
"388","KONSO",9254.23845448926,0,0,0,0,0,0,0,0,0,0
"389","KONYANKE",22540.8965961198,0,0,0,0,0,0,0,0,0,0
"390","KORANA",33320.0965080398,0,0,0,0,0,0,0,0,0,0
"391","KORANKO",20592.3368613368,0,0,2629,547,0,0,0,0,3176,0
"392","KOREKORE",63266.9458853308,0,0,0,0,0,0,0,0,0,0
"393","KORO",3786.81147892823,0,0,0,72,0,0,0,0,72,0
"394","KOROCA",27948.7200634382,0,0,0,0,0,0,0,0,0,0
"395","KOSSI",7124.83908628032,0,0,0,282,0,0,0,0,282,0
"396","KOTA",74848.8816450207,0,0,0,3100,0,0,0,0,3100,0
"397","KOTOKO",7310.35567799617,0,0,0,0,0,0,0,0,0,0
"398","KOTOPO",4718.60385486876,0,0,0,0,0,0,0,0,0,0
"399","KOYAM",5094.38413203246,0,0,0,0,0,0,0,0,0,0
"400","KPE",3897.13521776958,0,0,0,188,0,0,0,0,188,0
"401","KPELLE",15035.8094759315,0,0,0,675,0,0,0,0,675,0
"402","KRACHI",6787.15646731142,0,0,0,0,0,0,0,0,0,0
"403","KRAN",9491.32869174752,0,0,0,0,0,0,0,0,0,0
"404","KREDA",76705.446656679,0,0,0,0,0,0,0,0,0,0
"405","KREISH",41615.3365752982,0,0,0,0,0,0,0,0,0,0
"406","KRU",10453.5449619057,0,0,0,114,0,0,0,0,114,0
"407","KUBA",30902.2193956329,0,0,0,0,0,0,0,0,0,0
"408","KUFRA",100060.97906278,0,0,0,0,0,0,0,0,0,0
"409","KUKU",2912.14196797457,0,0,0,0,0,0,0,0,0,0
"410","KUKURUKU",6257.957363182,0,0,0,541,0,0,0,0,541,0
"411","KULANGO",23444.1315411596,0,0,0,0,0,0,0,0,0,0
"412","KUMU",60750.5881134381,0,0,0,0,0,0,0,0,0,0
"413","KUN",4910.074730478,0,0,0,0,0,0,0,0,0,0
"414","KUNAMA",5812.11780328119,0,0,0,0,0,0,0,0,0,0
"415","KUNDA",49018.4846272321,0,0,0,0,0,0,0,0,0,0
"416","KUNDU",7203.60600686102,0,0,0,1224,0,0,0,0,1224,0
"417","KUNG",98768.2277927306,0,0,0,0,0,0,0,0,0,0
"418","KUNTA",221378.228836221,0,0,0,0,0,0,0,0,0,0
"419","KUNYI",17275.2948109248,0,0,0,2848,0,0,0,0,2848,0
"420","KURAMA, GURE (NE)",3360.40322293751,0,0,0,0,0,0,0,0,0,0
"421","KURFEI",6499.8239531297,0,0,0,0,0,0,0,0,0,0
"422","KUTSHU",47004.9438459975,0,0,0,118,0,0,0,0,118,0
"423","KWANGARE",50392.5994642785,0,0,0,0,0,0,0,0,0,0
"424","KWENA",18402.1321301808,0,0,0,0,0,0,0,0,0,0
"425","KWERE",6082.33348314155,0,0,0,0,123,61,132,206,0,522
"426","KWESE",6418.29739652852,0,0,0,235,0,0,0,0,235,0
"427","LABWOR",2622.72268773757,0,0,0,0,0,0,0,0,0,0
"428","LAGUAT",7124.24521550018,0,0,0,0,0,0,0,0,0,0
"429","LAKA (ADAMAWA",26535.3670712474,0,0,0,0,0,0,0,0,0,0
"430","LAKA (NDEBELE)",14419.3915710881,0,0,0,0,0,0,0,0,0,0
"431","LALA",41679.042877819,0,364,0,1126,0,0,0,0,1490,0
"432","LAMBA",90875.9733254802,0,0,0,563,0,0,0,0,563,0
"433","LAMBYA",5429.48077549882,0,0,0,0,0,0,0,0,0,0
"434","LANDUMA",2509.71951684141,366,0,0,57,0,0,0,0,423,0
"435","LANGO",14826.0372085037,0,0,0,0,0,0,0,0,0,0
"436","LELE",17017.895673145,0,0,0,0,0,0,0,0,0,0
"437","LENDU",8168.81564047616,0,0,0,0,0,0,0,0,0,0
"438","LENGOLA",18712.1628829815,0,0,0,0,0,0,0,0,0,0
"439","LENJE",35339.7997420443,0,0,0,0,0,0,0,0,0,0
"440","LESE",12365.5605170221,0,0,0,0,0,0,0,0,0,0
"441","LI",996.383159533405,0,0,0,94,0,0,0,0,94,0
"442","LIGBI, DEGHA (SE)",2398.23832806631,0,0,0,0,0,0,0,0,0,0
"443","LIKA",3974.73961112686,0,0,0,0,0,0,0,0,0,0
"444","LILSE",4766.36523036917,0,0,0,0,0,0,0,0,0,0
"445","LIMBA",5425.82134048151,0,0,5037,1200,0,0,0,0,6237,0
"446","LIPTAKO",14090.3545437619,0,0,0,0,0,0,0,0,0,0
"447","LISI",29389.254368917,0,0,0,18,0,0,0,0,18,0
"448","LOBI",12635.255817719,0,0,0,0,0,0,0,0,0,0
"449","LOGO",16586.4242406262,0,0,0,0,0,0,0,0,0,0
"450","LOKELE",9076.2912411171,0,0,0,0,0,0,0,0,0,0
"451","LOKO",2552.96348142566,0,0,0,457,0,0,0,0,457,0
"452","LOMWE",101596.274439753,0,0,0,1558,41,20,44,69,1558,174
"453","LONGUDA",1525.04845980119,0,0,0,0,0,0,0,0,0,0
"454","LOTUKO",15811.2757172066,0,0,0,0,0,0,0,0,0,0
"455","LOVEDU",15098.7176113047,0,0,0,0,20,10,22,34,0,86
"456","LOZI",44762.3435507625,0,0,0,0,0,0,0,0,0,0
"457","LUAPULA",13576.0888672833,0,0,0,0,0,0,0,0,0,0
"458","LUBA",192429.908504824,0,0,450,0,0,0,0,0,450,0
"459","LUCHAZI",37361.9653754841,0,0,0,0,0,0,0,0,0,0
"460","LUGBARA",8444.20198050523,0,0,0,0,0,0,0,0,0,0
"461","LUGURU",16215.6040451935,0,0,0,0,6014,3007,6457,10099,0,25577
"462","LUIMBE",20834.594144422,0,0,0,0,0,0,0,0,0,0
"463","LUKOKWE",11291.017474219,0,0,0,0,0,0,0,0,0,0
"464","LULUA",46472.6344286372,0,0,0,0,0,0,0,0,0,0
"465","LUMBO",42584.4134685841,0,0,0,4883,0,0,0,0,4883,0
"466","LUNDA",39525.6503039574,0,0,0,470,0,0,0,0,470,0
"467","LUNGU",30883.1839482057,0,0,0,0,0,0,0,0,0,0
"468","LUO",11105.8944154806,0,0,0,0,102,51,110,172,0,435
"469","LUPOLO",26934.4598530247,0,78786,9783,54272,0,0,0,0,142841,0
"470","LUVALE",73095.058946054,0,0,0,1376,0,0,0,0,1376,0
"471","LUWA",15451.156641232,0,0,225,118,0,0,0,0,343,0
"472","MAAZA",81725.900890129,0,0,0,0,0,0,0,0,0,0
"473","MABA",55704.9573216188,0,63,0,13,0,0,0,0,76,0
"474","MACHA",44919.6940931611,0,0,0,0,4,2,4,7,0,17
"475","MADA",7604.48969500047,0,0,0,0,0,0,0,0,0,0
"476","MADI",12194.4969036649,0,0,0,0,0,0,0,0,0,0
"477","MAGUZAWA",12374.9874949398,0,0,0,0,0,0,0,0,0,0
"478","MAGWANGARA",28403.4032292789,0,0,0,0,6382,3191,6852,10717,0,27142
"479","MAHAFALY",15795.9260378584,0,341,294,2095,0,0,1205,1161,2730,2366
"480","MAHAMID",30903.8294127935,0,0,0,0,0,0,0,0,0,0
"481","MAKA",11539.6674092245,0,0,0,0,0,0,0,0,0,0
"482","MAKERE",12308.3595134078,0,0,0,118,0,0,0,0,118,0
"483","MAKONDE",31481.2718907192,0,0,6911,966,2230,1115,2394,3744,7877,9483
"484","MAKUA",144327.815112841,0,0,49574,137099,8530,4265,9158,14324,186673,36277
"485","MALINKE",257505.484365795,6449,12709,306441,140529,0,0,0,0,466128,0
"486","MAMA",1497.11734270104,0,0,0,0,0,0,0,0,0,0
"487","MAMBILA",6385.15852922832,0,0,0,112,0,0,0,0,112,0
"488","MAMPRUSI",5577.71198931166,0,0,0,0,0,0,0,0,0,0
"489","MAMVU",11504.7134538944,0,0,675,0,0,0,0,0,675,0
"490","MANALA",14118.186438574,0,0,0,0,0,0,0,0,0,0
"491","MANDARA",4741.79304158234,0,0,0,0,0,0,0,0,0,0
"492","MANDJA",37282.0407468024,0,0,0,0,0,0,0,0,0,0
"493","MANGA",25188.6524733353,3,0,0,71,0,0,0,0,74,0
"494","MANGBETU",6313.0591226563,0,0,0,0,0,0,0,0,0,0
"495","MANYIKA",32680.777789325,0,0,0,0,205,102,220,344,0,871
"496","MAO",8786.06708138342,0,0,0,0,0,0,0,0,0,0
"497","MARGI",5565.12194598397,0,0,0,0,0,0,0,0,0,0
"498","MASA",10658.388213731,0,0,0,0,0,0,0,0,0,0
"499","MASAI",101296.010499055,0,0,0,0,266,133,286,447,0,1132
"500","MASALIT",15402.230328947,0,0,0,0,0,0,0,0,0,0
"501","MASHASHA",18779.8115718492,0,0,0,0,0,0,0,0,0,0
"502","MASHI",25248.3860978828,0,0,0,0,0,0,0,0,0,0
"503","MASINA",56306.289566177,0,0,0,35,0,0,0,0,35,0
"504","MASONGO",5150.41839169131,0,0,0,0,0,0,0,0,0,0
"505","MATAKAM",2584.79645261102,0,0,0,0,0,0,0,0,0,0
"506","MATENGO",5749.02860659494,0,0,0,0,20,10,22,34,0,86
"507","MATMATA",2174.19061530686,0,0,0,0,0,0,0,0,0,0
"508","MATUMBI",4407.42193420457,0,0,0,0,1064,532,1142,1786,0,4524
"509","MAURI",5919.13605443442,0,0,0,0,0,0,0,0,0,0
"510","MAYOGO, BADJO (NE)",3907.85337626761,0,0,0,0,0,0,0,0,0,0
"511","MBAE",5867.700614438,0,0,0,0,41,20,44,69,0,174
"512","MBAGANI",26479.3505390746,0,0,0,0,0,0,0,0,0,0
"513","MBALA",19865.5425515286,0,0,0,0,0,0,0,0,0,0
"514","MBANGALA",35431.4319983199,0,0,0,1376,0,0,0,0,1376,0
"515","MBEMBE",2022.78678389495,41,0,0,17996,0,0,0,0,18037,0
"516","MBERE",18905.1169295653,0,0,0,0,0,0,0,0,0,0
"517","MBESA",5841.02728828445,0,0,0,118,0,0,0,0,118,0
"518","MBOLE",39834.8120657223,0,0,0,0,0,0,0,0,0,0
"519","MBUBULA",957.949109383877,0,0,0,0,0,0,0,0,0,0
"520","MBUGU",1698.65304149998,0,0,0,0,0,0,0,0,0,0
"521","MBUGWE",2502.18103251454,0,0,0,0,0,0,0,0,0,0
"522","MBUKUSHU",57076.533169606,0,0,0,0,0,0,0,0,0,0
"523","MBUM",21871.414215797,0,0,0,0,0,0,0,0,0,0
"524","MBUNDA",49546.3700041728,0,0,0,0,0,0,0,0,0,0
"525","MBUNDU",97244.9080209792,0,0,28184,58008,0,0,0,0,86192,0
"526","MBUNGA",12708.5353929446,0,0,0,0,0,0,0,0,0,0
"527","MBWELA",81546.5689535685,0,0,0,787,0,0,0,0,787,0
"528","MEBAN",22749.3431746087,0,0,0,0,0,0,0,0,0,0
"529","MEDJI",5279.93394127057,0,0,0,0,0,0,0,0,0,0
"530","MEKYIBO",1075.9856815161,0,0,0,0,0,0,0,0,0,0
"531","MENASSER",2105.81062461489,0,0,0,0,0,0,0,0,0,0
"532","MENDE",22926.2579770623,0,0,2159,9311,0,0,0,0,11470,0
"533","MERARIT",13198.9437458111,0,0,0,0,0,0,0,0,0,0
"534","MERINA",90563.0589303129,0,1953,1683,12009,0,0,6906,6659,15645,13565
"535","MERU",15612.1692863764,0,0,0,0,20,10,22,34,0,86
"536","MESSIRIA",48650.492051868,0,0,0,0,0,0,0,0,0,0
"537","MIDOBI",11544.9777378871,0,0,0,0,0,0,0,0,0,0
"538","MIJERTEIN",201265.274519921,0,0,0,0,0,0,0,0,0,0
"539","MIMI",6844.50781033354,0,0,0,0,0,0,0,0,0,0
"540","MINIANKA",44156.9335541514,0,0,0,35,0,0,0,0,35,0
"541","MITTU",25026.4131033726,0,0,0,0,0,0,0,0,0,0
"542","MITUKU",11546.8576259022,0,0,0,0,0,0,0,0,0,0
"543","MOBA",4343.52544846043,0,0,0,0,0,0,0,0,0,0
"544","MOBER",3235.91634152765,0,0,0,0,0,0,0,0,0,0
"545","MOMBERA",10411.8350272486,0,0,0,0,0,0,0,0,0,0
"546","MONDARI",11513.9280462034,0,0,0,0,0,0,0,0,0,0
"547","MONGO",42201.8825475503,0,0,0,118,0,0,0,0,118,0
"548","MOROCCANS",71193.9345215075,0,0,0,0,0,0,0,0,0,0
"549","MORU",10128.0202142521,0,0,0,0,0,0,0,0,0,0
"550","MOSSI",66849.6718333755,0,0,517,157,0,0,0,0,674,0
"551","MPEZENI",8209.28671645333,0,0,0,0,0,0,0,0,0,0
"552","MPONGWE",17925.7659254883,0,589,0,4883,0,0,0,0,5472,0
"553","MUBI",9759.42920715273,0,0,0,0,0,0,0,0,0,0
"554","MUM",6138.16800738803,0,0,3059,188,0,0,0,0,3247,0
"555","MUMUYE",5355.37437655841,0,0,588,18,0,0,0,0,606,0
"556","MUNDANG",11645.1679810445,0,0,0,0,0,0,0,0,0,0
"557","MUNDU",7727.77824999193,0,0,222,671,0,0,0,0,893,0
"558","MURLE",45089.7090310617,0,0,0,0,0,0,0,0,0,0
"559","MUSGU",7596.04581805256,0,0,0,0,0,0,0,0,0,0
"560","MWERA",21323.2535000801,0,0,0,0,2271,1135,2438,3813,0,9657
"561","MZAB",30353.2710115707,0,0,0,0,0,0,0,0,0,0
"562","NAFANA",1890.39998397817,0,0,0,0,0,0,0,0,0,0
"563","NAIL",32243.4066322629,0,0,0,0,0,0,0,0,0,0
"564","NAJI",4081.78522801087,0,0,0,0,0,0,0,0,0,0
"565","NALU",2316.90014751754,2740,3975,1272,577,0,0,0,0,8564,0
"566","NAMA",264068.746041427,0,0,0,0,0,0,0,0,0,0
"567","NAMIB",49838.3526272482,0,0,0,0,0,0,0,0,0,0
"568","NAMSHI",5067.41726969125,0,0,0,0,0,0,0,0,0,0
"569","NANDI",7067.45530023775,0,0,0,0,0,0,0,0,0,0
"570","NARON",49116.3246016058,0,0,0,0,0,0,0,0,0,0
"571","NAUDEBA",1182.80075502668,0,0,0,0,0,0,0,0,0,0
"572","NDAKA",28411.5339493265,0,0,0,0,0,0,0,0,0,0
"573","NDAMBA",4473.28883862031,0,0,0,0,409,205,439,687,0,1740
"574","NDAU",63413.2922198946,0,0,0,0,61,31,66,103,0,261
"575","NDEBELE",94306.8831489805,0,0,0,0,0,0,0,0,0,0
"576","NDEMBU",104568.148999606,0,0,0,393,0,0,0,0,393,0
"577","NDOB",2329.77641229353,0,0,0,3200,0,0,0,0,3200,0
"578","NDOGO",72774.0327631057,0,0,0,197,0,0,0,0,197,0
"579","NDOKO",22569.8712253313,0,0,0,0,0,0,0,0,0,0
"580","NDOMBE",41661.2927591807,0,0,0,3736,0,0,0,0,3736,0
"581","NDORO",1761.65420314666,0,0,0,0,0,0,0,0,0,0
"582","NDUKA",43244.6346143776,0,0,0,0,0,0,0,0,0,0
"583","NEFUSA",14209.0484097673,0,0,0,0,0,0,0,0,0,0
"584","NEN",3946.07504080848,0,0,0,659,0,0,0,0,659,0
"585","NGALA",49938.4769516956,0,0,0,549,0,0,0,0,549,0
"586","NGAMA",13583.7493786738,0,0,0,0,0,0,0,0,0,0
"587","NGANDU",54071.9156849916,0,0,0,0,0,0,0,0,0,0
"588","NGBANDI",27660.7244035918,0,0,0,588,0,0,0,0,588,0
"589","NGBELE",2481.27998232799,0,0,0,0,0,0,0,0,0,0
"590","NGE",1955.11339702499,0,0,0,0,0,0,0,0,0,0
"591","NGERE",26654.9228717165,0,0,359,155,0,0,0,0,514,0
"592","NGINDO",51769.6032791483,0,0,0,0,17715,8858,19019,29748,0,75340
"593","NGIZIM",7995.49573122204,0,0,0,36,0,0,0,0,36,0
"594","NGOMBE",12679.4099940466,0,0,225,235,0,0,0,0,460,0
"595","NGONGO",3274.81251109311,0,0,0,0,0,0,0,0,0,0
"596","NGONI",NA,0,0,0,0,82,41,88,137,0,348
"597","NGONYELU",64363.2272147818,0,0,0,393,0,0,0,0,393,0
"598","NGUMBA",14459.1137898665,0,0,0,0,0,0,0,0,0,0
"599","NGUMBE",34346.3560750639,0,0,0,6096,0,0,0,0,6096,0
"600","NGURU",10951.8987567747,0,0,0,0,859,430,922,1443,0,3654
"601","NGWAKETSE",15953.9883474245,0,0,0,0,0,0,0,0,0,0
"602","NGWATO",63458.3655577645,0,0,0,0,0,0,0,0,0,0
"603","NKOLE",16265.2494393853,0,0,0,0,0,0,0,0,0,0
"604","NKOYA",14901.1221474587,0,0,0,0,0,0,0,0,0,0
"605","NKUNDO",32311.5642548784,0,0,0,0,0,0,0,0,0,0
"606","NONO",2873.62323896,0,0,0,0,0,0,0,0,0,0
"607","NSAW",2282.31382238197,0,0,0,471,0,0,0,0,471,0
"608","NSENGA",16886.8847326736,0,0,0,0,20,10,22,34,0,86
"609","NSUNGLI",2018.72340315355,0,0,0,0,0,0,0,0,0,0
"610","NUBIAN",NA,0,0,0,0,41,20,44,69,0,174
"611","NUER",74667.7786809778,0,0,0,0,0,0,0,0,0,0
"612","NUKWE",20525.1526153905,0,0,0,0,0,0,0,0,0,0
"613","NUNUMA",13614.28221948,0,0,0,0,0,0,0,0,0,0
"614","NUPE",25359.8183209321,318,0,50768,7465,0,0,0,0,58551,0
"615","NUSAN",141845.904858148,0,0,0,0,0,0,0,0,0,0
"616","NYAKYUSA",7858.99753145137,0,0,0,0,2455,1227,2635,4122,0,10439
"617","NYAMWEZI",88221.8981158495,0,0,0,0,13501,6751,14495,22672,0,57419
"618","NYANEKA",42749.1041367894,0,0,0,0,0,0,0,0,0,0
"619","NYANGIYA",2109.78554003793,0,0,0,0,0,0,0,0,0,0
"620","NYANJA",23911.7154976671,0,0,0,82781,511,256,549,859,82781,2175
"621","NYARI",4269.55166144181,0,0,0,0,0,0,0,0,0,0
"622","NYASA",13383.2158852227,0,0,0,0,30848,15424,33119,51801,0,131192
"623","NYIMA",3681.78025520774,0,0,0,0,0,0,0,0,0,0
"624","NYORO",13800.2192796254,0,0,0,0,0,0,0,0,0,0
"625","NZANKARA",10774.4041106294,0,0,0,0,0,0,0,0,0,0
"626","ODODOP",2079.07456381437,0,0,0,0,0,0,0,0,0,0
"627","OGADEN",174514.33691644,0,0,0,0,0,0,0,0,0,0
"628","OHEKWE",105762.527007754,0,0,0,0,0,0,0,0,0,0
"629","OKORO",19801.0184611476,0,0,0,0,0,0,0,0,0,0
"630","OMETO",25680.163888897,0,0,0,0,0,0,0,0,0,0
"631","ORRI",2406.52704648407,0,0,0,0,0,0,0,0,0,0
"632","PADANG",30218.341608253,0,0,0,0,0,0,0,0,0,0
"633","PANDE",19187.2259453434,0,0,0,0,0,0,0,0,0,0
"634","PARE",7086.41252298166,0,0,0,0,675,338,725,1134,0,2872
"635","PARI",2741.91774247262,0,0,0,0,0,0,0,0,0,0
"636","PEDI",66744.1729826707,0,0,0,0,0,0,0,0,0,0
"637","PEMBA",941.023749122179,0,0,0,0,205,102,220,344,0,871
"638","PENDE",18277.5122065704,0,0,0,0,0,0,0,0,0,0
"639","PEPEL",4015.28710461639,9141,16321,1982,1326,0,0,0,0,28770,0
"640","PIMBWE",9978.34171471541,0,0,0,0,0,0,0,0,0,0
"641","PODOKWO",1078.5261335231,0,0,0,0,0,0,0,0,0,0
"642","POGORO",9736.57572394783,0,0,0,0,20,10,22,34,0,86
"643","POKOMO",11930.1594344086,0,0,0,0,20,10,22,34,0,86
"644","PONDO",11578.9583165481,0,0,0,0,0,0,0,0,0,0
"645","POPO",1771.11930376474,0,25422,2915,47045,0,0,0,0,75382,0
"646","POPOI",5391.54266467778,0,0,0,0,0,0,0,0,0,0
"647","POTO",9118.87816999547,0,590,59365,2822,0,0,0,0,62777,0
"648","PUKU",10236.7579454891,0,0,0,0,0,0,0,0,0,0
"649","RANGI",4341.90648150106,0,0,0,0,0,0,0,0,0,0
"650","REGA",62703.8107794226,0,0,0,0,0,0,0,0,0,0
"651","REGEIBAT",354377.324070741,0,0,0,0,0,0,0,0,0,0
"652","RENDILE",26284.7180610032,0,0,0,0,2,1,2,4,0,9
"653","RESHE",3314.71966369364,0,0,0,0,0,0,0,0,0,0
"654","RESHIAT",12491.9704864371,0,0,0,0,0,0,0,0,0,0
"655","RIBI",NA,0,0,0,0,20,10,22,34,0,86
"656","RIF",20280.2531623934,0,0,0,0,0,0,0,0,0,0
"657","RIYAH",251032.68054352,0,0,0,0,0,0,0,0,0,0
"658","ROLONG",69140.4571566035,0,0,0,0,0,0,0,0,0,0
"659","RONGA",21154.3661507655,0,0,0,0,0,0,0,0,0,0
"660","RUANDA",23205.9507192909,0,0,0,0,0,0,0,0,0,0
"661","RUARHA",7383.6561647708,0,0,0,0,0,0,0,0,0,0
"662","RUFFA",68005.6458248337,0,0,0,0,0,0,0,0,0,0
"663","RUMBI",10547.1881691145,0,0,0,118,0,0,0,0,118,0
"664","RUNDI",31092.882724017,0,0,0,0,20,10,22,34,0,86
"665","RUNGA",50775.5193573346,0,0,0,0,0,0,0,0,0,0
"666","SAADI",171706.195568438,0,0,0,0,0,0,0,0,0,0
"667","SAB",111105.573983156,0,0,0,0,0,0,0,0,0,0
"668","SABEI",3274.55477410043,0,0,0,0,0,0,0,0,0,0
"669","SAFWA",13951.7308528452,0,0,0,0,0,0,0,0,0,0
"670","SAGARA",17434.3100158899,0,0,0,0,10228,5114,10981,17175,0,43498
"671","SAHEL",10927.6777615328,0,0,0,0,0,0,0,0,0,0
"672","SAHO",10523.8172326418,0,0,0,0,0,0,0,0,0,0
"673","SAKALAVA",205705.044899296,0,4436,3823,27276,0,0,15687,15125,35535,30812
"674","SAKATA",34583.0319538514,0,0,0,588,20,10,22,34,588,86
"675","SALA",38537.366540176,0,0,0,0,0,0,0,0,0,0
"676","SAMBURU",43156.8618727548,0,0,0,0,0,0,0,0,0,0
"677","SAMO",8176.13692007197,0,0,0,0,0,0,0,0,0,0
"678","SANDAWE",6676.654506997,0,0,0,0,0,0,0,0,0,0
"679","SANGA",53669.017087354,0,0,2434,5909,0,0,0,0,8343,0
"680","SANGU",17296.0951758755,0,0,0,0,0,0,0,0,0,0
"681","SANUSI",193377.523264387,0,0,0,0,0,0,0,0,0,0
"682","SANYE",30466.7914636231,0,0,0,0,0,0,0,0,0,0
"683","SAPO",6706.6925271996,0,0,0,0,0,0,0,0,0,0
"684","SEGEJU",10841.1612618529,0,0,0,0,164,82,176,275,0,697
"685","SEKE",7678.87078391772,0,0,0,1392,0,0,0,0,1392,0
"686","SELE",16598.5828864433,0,0,0,2753,0,0,0,0,2753,0
"687","SELIM",30053.7899200955,0,0,0,0,0,0,0,0,0,0
"688","SENA",23417.6695679457,0,0,0,88803,0,0,0,0,88803,0
"689","SENGA",15443.3075816775,0,0,0,0,675,338,725,1134,0,2872
"690","SENUFO",61526.9880596783,0,0,0,0,0,0,0,0,0,0
"691","SERER",16560.9030289495,137,435,1291,511,0,0,0,0,2374,0
"692","SHAIKIA",32261.3877245534,0,0,0,0,0,0,0,0,0,0
"693","SHAMBALA",6424.84649781537,0,0,0,0,880,440,944,1477,0,3741
"694","SHASHI",15437.0825663721,0,0,0,0,0,0,0,0,0,0
"695","SHAWIA",36415.3318236645,0,0,0,0,0,0,0,0,0,0
"696","SHEBELLE",8583.2641255046,0,0,0,0,0,0,0,0,0,0
"697","SHERBRO",8202.16783999835,0,0,0,2685,0,0,0,0,2685,0
"698","SHILA",17119.9256162789,0,0,0,0,0,0,0,0,0,0
"699","SHILLUK",14052.4184122233,0,0,0,0,0,0,0,0,0,0
"700","SHLUH",64135.1162073368,0,0,0,0,0,0,0,0,0,0
"701","SHOGO",18103.42270068,0,0,0,376,0,0,0,0,376,0
"702","SHUKRIA",49988.3225976344,0,0,0,0,0,0,0,0,0,0
"703","SHUWA",35944.4733595414,0,0,0,0,0,0,0,0,0,0
"704","SIA",8230.92999754535,0,0,0,0,0,0,0,0,0,0
"705","SIDI",110649.749545864,0,0,0,0,0,0,0,0,0,0
"706","SIHANAKA",14247.0978767381,0,307,265,1889,0,0,1087,1048,2461,2135
"707","SILA",18904.933114468,0,0,0,0,0,0,0,0,0,0
"708","SINZA",13790.067884344,0,0,0,0,41,20,44,69,0,174
"709","SIRTICANS",68944.0360096196,0,0,0,0,0,0,0,0,0,0
"710","SIWA",20306.8489523097,0,0,0,0,0,0,0,0,0,0
"711","SOGA",14157.4836279678,0,0,0,0,41,20,44,69,0,174
"712","SOKO",6780.56864093386,0,0,0,2586,0,0,0,0,2586,0
"713","SOKOTO",25094.5528263906,0,0,0,0,0,0,0,0,0,0
"714","SOLIMAN",6934.38960645277,0,0,0,0,0,0,0,0,0,0
"715","SOMALI",NA,0,0,0,0,41,20,44,69,0,174
"716","SOMBA",8921.48046227938,0,0,1715,0,0,0,0,0,1715,0
"717","SOMRAI",12601.3799689145,0,0,766,0,0,0,0,0,766,0
"718","SONGE",72790.3078860663,0,0,0,0,0,0,0,0,0,0
"719","SONGHAI",62885.2518565353,0,0,0,35,0,0,0,0,35,0
"720","SONGO",36740.5570972832,0,0,0,7866,0,0,0,0,7866,0
"721","SONGOLA",36364.2079915647,0,0,0,0,20,10,22,34,0,86
"722","SONGOMENO",15629.5904999109,0,0,0,0,0,0,0,0,0,0
"723","SONINKE",79667.2925367603,0,0,0,994,0,0,0,0,994,0
"724","SONJO",1538.45405353944,0,0,0,0,0,0,0,0,0,0
"725","SOTHO",116584.277705135,0,0,0,0,0,0,0,0,0,0
"726","SUAFA",14697.0823121823,0,0,0,0,0,0,0,0,0,0
"727","SUBIA",25536.3476796493,0,0,0,0,0,0,0,0,0,0
"728","SUK",18834.1337522194,0,0,0,0,0,0,0,0,0,0
"729","SUKU",9453.98651704479,0,0,1799,3292,0,0,0,0,5091,0
"730","SUKUMA",39386.4484044084,0,0,1238,1203,552,276,593,927,2441,2348
"731","SUMBWA",7934.63555075764,0,0,0,0,20,10,22,34,0,86
"732","SUNDI",24463.8671351779,0,0,0,12296,0,0,0,0,12296,0
"733","SURI",17365.0268700266,0,0,0,0,0,0,0,0,0,0
"734","SUSU",35038.4386764983,1006,949,66294,13265,0,0,0,0,81514,0
"735","SWAZI",29258.4406682411,0,0,0,0,0,0,0,0,0,0
"736","TABWA",43980.3350926611,0,0,0,0,0,0,0,0,0,0
