"","country","party","party_id","position","eu_salience","eu_dissent","eu_asylum","eu_budgets","lrgen","lrecon","lrecon_clear","lrecon_salience","galtan","galtan_clear","galtan_salience","immigrate_policy","immigra_salience","immigrate_dissent","multiculturalism","multicult_salience","multicult_dissent","ethnic_minorities","galtan_new","galtan_new_clear","galtan_new_salience","people_vs_elite","antielite_salience","corrupt_salience","members_vs_leadership"
"1120",12,"CDS-PP",1202,5,4,4,5,6,6,7,8,6,5,6,3,3,3,4,4,2,5,4,7,6,3,5,4,5,7
"1121",12,"CDS-PP",1202,6,10,1,NA,7,7,7,4,10,9,10,4,5,0,0,7,0,0,5,9,3,3,1,0,4,8
"1122",12,"CDS-PP",1202,7,9,2,8,5,8,7,7,9,9,8,4,6,7,NA,7,10,NA,4,9,9,5,1,0,2,8
"1123",12,"CDS-PP",1202,6,7,0,3,4,8,8,8,8,9,10,7,9,3,0,8,NA,NA,5,9,10,6,1,2,6,9
"1124",12,"CDS-PP",1202,6,5,3,3,6,8,7,6,7,9,NA,7,8,8,4,8,7,2,8,9,7,6,2,2,4,8
"1125",12,"CDS-PP",1202,7,7,1,NA,4,7,8,6,8,8,10,NA,4,5,NA,6,NA,NA,NA,7,9,NA,1,4,2,8
"1126",12,"CDS-PP",1202,7,9,2,4,5,8,7,9,9,8,7,6,8,6,3,7,8,2,5,7,7,3,2,4,5,8
"1127",12,"PS",1205,6,10,1,7,7,4,4,2,10,0,10,6,1,0,0,3,1,0,4,2,3,5,1,0,0,8
"1128",12,"PS",1205,6,6,3,5,6,3,3,8,6,4,7,3,3,3,4,4,2,5,4,4,6,3,5,4,5,6
"1129",12,"PS",1205,6,5,1,5,5,4,4,6,10,4,5,5,1,5,1,7,5,1,3,9,6,2,2,1,4,9
"1130",12,"PS",1205,7,9,5,8,4,4,4,9,9,3,NA,5,3,5,6,3,3,5,4,3,6,3,4,4,5,7
"1131",12,"PS",1205,7,9,1,5,4,3,3,10,10,0,10,7,2,5,NA,1,8,NA,NA,1,9,7,2,4,6,8
"1132",12,"PS",1205,NA,NA,NA,NA,NA,6,4,8,8,4,7,7,5,5,NA,NA,4,NA,6,4,6,6,7,1,6,4
"1133",12,"PS",1205,7,7,0,5,5,4,3,10,10,5,8,3,6,1,1,5,NA,NA,3,5,10,4,4,1,5,9
"1134",12,"PS",1205,7,10,2,8,5,3,4,9,10,3,6,6,4,8,NA,4,10,NA,3,3,6,6,1,0,3,7
"1135",12,"PS",1205,7,10,NA,8,6,3,4,8,9,4,6,6,3,6,3,3,6,3,3,5,6,6,4,5,6,8
"1136",12,"PS",1205,6,7,5,7,5,4,3,8,7,2,7,8,3,6,3,3,6,3,1,1,9,7,6,6,5,6
"1137",12,"PS",1205,7,6,5,5,4,5,5,6,9,4,5,6,4,5,4,3,5,3,3,4,6,5,1,0,1,9
"1138",12,"PS",1205,6,7,4,7,5,3,4,6,9,4,6,4,3,3,2,5,3,5,4,4,6,5,2,2,4,7
"1139",12,"PSD",1206,7,4,3,5,5,7,9,6,8,8,5,6,5,5,4,5,5,3,4,7,6,5,1,0,1,9
"1140",12,"PSD",1206,7,7,0,3,5,7,7,10,10,6,8,3,7,1,1,7,NA,NA,5,6,10,4,4,1,5,9
"1141",12,"PSD",1206,7,9,2,7,NA,7,6,9,9,7,6,6,5,6,4,6,7,3,4,6,6,5,3,6,5,8
"1142",12,"PSD",1206,6,10,1,5,7,7,7,4,10,7,3,4,3,0,0,4,0,0,5,6,3,3,1,0,0,8
"1143",12,"PSD",1206,6,7,3,5,6,8,8,9,7,7,6,6,6,5,5,7,5,6,6,7,7,6,6,4,5,6
"1144",12,"PSD",1206,6,6,3,5,6,7,7,8,6,5,6,4,3,3,7,6,2,6,7,5,6,3,5,4,5,6
"1145",12,"PSD",1206,6,5,1,5,5,6,6,6,10,6,5,5,1,5,1,8,5,1,4,9,6,2,2,1,4,9
"1146",12,"PSD",1206,7,10,2,8,5,8,8,8,10,9,8,4,7,6,NA,6,10,NA,5,6,6,4,1,0,2,7
"1147",12,"PSD",1206,7,8,1,NA,4,6,8,2,9,8,10,NA,4,5,NA,6,NA,NA,NA,6,7,NA,1,4,2,8
"1148",12,"PSD",1206,6,7,5,4,5,7,7,4,7,6,6,5,6,5,4,7,4,5,7,7,6,5,2,2,4,7
"1149",12,"PSD",1206,NA,NA,NA,NA,NA,4,6,6,6,6,5,2,5,3,NA,NA,4,NA,7,5,6,3,6,1,6,3
"1150",12,"PSD",1206,7,8,4,3,6,7,8,10,9,8,NA,4,6,5,5,6,5,5,7,6,6,2,1,1,4,8
"1151",12,"BE/O Bloco",1208,3,7,5,8,2,3,1,10,9,0,9,9,1,7,3,0,8,2,0,1,9,8,7,7,5,5
"1152",12,"BE/O Bloco",1208,3,7,1,5,1,0,0,9,10,0,9,5,1,5,1,7,5,1,2,2,6,2,9,9,8,9
"1153",12,"BE/O Bloco",1208,2,7,2,8,2,1,1,10,8,1,8,9,1,7,1,2,6,2,1,1,9,8,8,7,7,4
"1154",12,"BE/O Bloco",1208,3,5,8,7,1,0,0,9,9,1,8,8,1,7,2,1,4,1,2,0,9,8,8,9,10,2
"1155",12,"BE/O Bloco",1208,3,3,1,7,4,3,2,8,10,0,10,6,0,1,0,0,1,0,2,1,3,5,1,2,6,8
"1156",12,"BE/O Bloco",1208,3,6,7,8,2,2,1,8,9,0,NA,7,0,7,2,0,7,1,1,0,9,7,9,10,8,3
"1157",12,"BE/O Bloco",1208,5,7,2,5,3,2,2,9,10,0,10,7,1,5,NA,1,8,NA,NA,0,9,7,2,7,8,6
"1158",12,"BE/O Bloco",1208,3,7,3,7,1,2,2,8,10,1,9,7,0,3,1,3,5,1,0,1,9,8,7,7,8,5
"1159",12,"BE/O Bloco",1208,3,3,1,7,2,1,0,10,9,0,10,7,3,3,0,2,NA,NA,0,1,10,10,7,3,6,6
"1160",12,"BE/O Bloco",1208,NA,NA,NA,NA,NA,2,0,9,9,1,10,9,1,3,NA,NA,5,NA,2,1,9,9,8,2,10,4
"1161",12,"BE/O Bloco",1208,2,4,2,8,2,2,1,6,8,0,10,9,0,10,NA,0,10,NA,0,0,9,10,5,3,5,6
"1162",12,"BE/O Bloco",1208,3,6,3,7,2,1,2,10,6,3,7,3,3,3,4,4,2,5,4,2,6,3,6,8,7,6
"1163",12,"MPT",1209,NA,5,3,NA,NA,5,5,0,1,5,8,3,3,3,NA,4,2,5,4,2,9,3,NA,7,6,6
"1164",12,"MPT",1209,NA,NA,NA,NA,NA,4,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1165",12,"MPT",1209,NA,4,8,7,1,1,0,9,9,1,8,8,1,7,2,1,4,1,2,0,9,8,8,9,10,2
"1166",12,"MPT",1209,NA,2,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167",12,"MPT",1209,4,6,1,5,NA,2,1,3,3,0,2,5,1,5,1,7,5,1,3,1,10,8,4,6,8,6
"1168",12,"MPT",1209,4,3,3,7,3,6,7,2,7,6,NA,8,7,5,5,7,5,3,7,6,NA,NA,6,7,7,NA
"1169",12,"MPT",1209,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170",12,"MPT",1209,3,3,NA,NA,NA,5,3,3,8,3,5,9,3,5,3,2,6,2,2,3,7,5,6,5,NA,5
"1171",12,"MPT",1209,5,6,NA,8,NA,6,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
"1172",12,"MPT",1209,NA,5,NA,NA,NA,8,NA,NA,10,9,10,NA,NA,1,NA,NA,NA,NA,NA,9,10,NA,NA,0,NA,NA
"1173",12,"MPT",1209,NA,10,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1174",12,"MPT",1209,NA,NA,NA,NA,NA,5,5,4,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,NA
"1175",12,"PAN",1250,5,4,NA,8,NA,4,4,2,5,1,7,9,NA,NA,NA,NA,NA,NA,NA,0,9,10,5,3,6,NA
"1176",12,"PAN",1250,4,3,NA,NA,NA,3,3,3,8,1,5,9,3,6,2,2,7,2,2,3,7,5,8,4,5,5
"1177",12,"PAN",1250,NA,NA,NA,NA,NA,4,3,8,4,2,8,8,2,3,NA,NA,5,NA,3,2,9,8,8,0,8,NA
"1178",12,"PAN",1250,5,2,NA,NA,NA,3,4,2,1,1,9,9,NA,NA,NA,NA,NA,NA,NA,1,9,8,NA,4,NA,NA
"1179",12,"PAN",1250,3,4,8,7,1,1,0,9,9,1,8,8,1,7,2,1,4,1,2,0,9,8,8,9,10,2
"1180",12,"PAN",1250,4,5,NA,NA,NA,5,NA,2,2,1,10,10,NA,1,NA,NA,NA,NA,NA,3,10,10,NA,1,NA,4
"1181",12,"PAN",1250,5,5,3,NA,NA,5,5,0,1,5,1,3,3,3,NA,4,2,5,4,2,9,3,NA,7,6,NA
"1182",12,"PAN",1250,NA,10,1,NA,NA,4,4,4,7,2,10,10,NA,0,NA,2,0,0,NA,2,7,5,NA,NA,NA,NA
"1183",12,"PAN",1250,5,2,2,7,4,4,5,2,6,1,NA,9,4,5,5,3,4,5,NA,2,NA,8,NA,NA,NA,NA
"1184",12,"PAN",1250,4,NA,NA,NA,NA,3,3,3,6,1,9,9,3,NA,NA,NA,1,NA,4,2,9,8,7,6,4,NA
"1185",12,"PAN",1250,4,6,1,5,NA,2,2,3,3,0,2,5,1,5,1,7,5,1,3,1,10,10,4,6,8,6
"1186",12,"PAN",1250,7,7,1,5,NA,3,3,6,8,0,10,NA,1,5,NA,1,8,NA,NA,1,7,7,9,7,NA,4
"1187",12,"PDR",1251,3,3,NA,NA,NA,6,NA,0,8,NA,0,NA,8,6,NA,7,7,NA,NA,7,NA,5,1,8,7,10
"1188",12,"PDR",1251,NA,5,3,NA,NA,6,6,0,1,5,1,3,3,3,NA,4,2,5,4,5,9,3,NA,7,6,9
"1189",12,"PDR",1251,3,6,3,4,3,5,4,3,6,5,NA,5,7,6,5,6,6,3,NA,5,NA,NA,NA,NA,NA,NA
"1190",12,"PDR",1251,3,6,NA,8,NA,6,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,8,10
"1191",12,"PDR",1251,3,4,8,7,1,1,0,9,9,1,8,8,1,7,2,1,4,1,2,0,9,8,8,9,10,2
"1192",12,"PDR",1251,NA,10,NA,NA,NA,5,6,NA,9,7,10,NA,NA,0,NA,NA,0,0,NA,9,NA,NA,3,7,7,NA
"1193",12,"PDR",1251,NA,5,NA,NA,NA,5,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,8,9,10,NA
"1194",12,"PDR",1251,4,6,1,5,NA,4,4,10,10,2,9,5,1,5,1,8,5,1,4,9,6,2,3,4,8,7
"1195",12,"PDR",1251,NA,NA,NA,NA,NA,4,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1196",12,"PDR",1251,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197",12,"PDR",1251,NA,NA,NA,NA,NA,4,4,3,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA
"1198",12,"PDR",1251,5,2,NA,NA,NA,4,3,2,2,7,2,2,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,9,9,9,9
"1199",16,"V",1601,3,2,1,5,1,2,2,8,7,1,9,8,2,8,1,2,9,0,2,3,9,8,8,7,1,7
"1200",16,"V",1601,3,3,4,6,2,1,1,9,7,0,7,2,4,6,2,2,6,3,2,2,8,7,7,1,1,4
"1201",16,"V",1601,3,NA,NA,7,2,1,0,10,4,0,2,7,3,8,6,1,7,3,0,2,10,4,7,7,0,4
"1202",16,"V",1601,2,5,2,2,1,2,2,10,10,1,10,8,2,6,1,0,4,1,1,3,9,6,3,2,0,6
"1203",16,"V",1601,3,2,2,7,1,2,1,9,6,2,7,8,0,3,1,0,3,1,0,0,9,7,8,2,0,4
"1204",16,"V",1601,2,6,3,3,2,1,1,10,10,2,9,5,1,8,1,1,7,1,2,3,9,6,NA,6,NA,2
"1205",16,"V",1601,2,7,2,7,1,2,1,9,8,3,7,5,2,9,2,2,6,2,1,3,8,7,6,4,1,5
"1206",16,"V",1601,NA,NA,NA,7,1,2,2,8,7,2,9,6,4,6,2,3,6,4,3,3,7,4,3,3,6,5
"1207",16,"V",1601,2,7,3,NA,1,1,1,9,9,1,9,10,1,10,1,0,9,2,2,2,7,9,7,6,2,2
"1208",16,"V",1601,2,4,7,1,1,1,1,8,8,2,9,6,2,9,7,2,7,6,2,3,8,7,8,7,4,6
"1209",16,"V",1601,3,4,3,5,3,2,2,10,7,3,9,6,2,6,2,2,5,1,2,3,7,8,3,4,1,5
"1210",16,"V",1601,3,0,3,7,1,1,1,10,10,0,10,10,0,10,1,4,6,1,0,0,10,10,0,7,0,6
"1211",16,"V",1601,2,3,2,NA,1,2,1,9,8,3,7,3,2,8,3,2,6,3,4,3,8,6,3,7,1,6
"1212",16,"V",1601,3,4,NA,4,2,1,1,3,2,1,9,9,2,8,5,2,10,2,1,3,8,9,4,2,1,6
"1213",16,"V",1601,2,2,3,1,1,2,2,8,7,0,10,10,0,10,2,0,10,3,0,0,10,10,8,7,0,3
"1214",16,"V",1601,2,5,8,3,1,2,NA,7,5,3,7,7,2,6,9,6,6,2,2,3,9,7,4,6,5,6
"1215",16,"V",1601,3,4,2,5,1,2,2,9,9,2,6,7,2,8,6,3,5,5,NA,3,6,6,6,6,2,5
"1216",16,"V",1601,2,2,1,3,2,1,0,9,9,8,9,5,2,9,2,2,7,0,NA,6,9,7,3,7,8,3
"1217",16,"SAP",1602,6,3,6,6,3,4,3,7,7,6,5,5,5,6,7,5,6,7,5,7,4,6,3,2,1,6
"1218",16,"SAP",1602,NA,NA,NA,7,2,4,4,6,7,5,5,5,6,6,8,6,7,7,6,5,3,4,1,3,6,6
"1219",16,"SAP",1602,6,5,1,5,4,4,4,8,10,NA,10,7,7,NA,5,2,6,4,6,5,9,7,0,0,1,7
"1220",16,"SAP",1602,6,8,4,6,2,4,4,6,7,4,6,5,7,6,8,5,6,7,5,6,4,4,3,1,3,7
"1221",16,"SAP",1602,5,3,6,6,2,4,3,8,8,4,4,5,7,6,8,5,6,6,5,6,3,6,3,3,1,6
"1222",16,"SAP",1602,7,7,NA,7,5,4,3,5,5,3,2,5,9,10,8,7,9,7,7,5,7,8,3,2,0,8
"1223",16,"SAP",1602,6,7,3,7,3,4,4,7,6,5,4,8,6,9,9,4,10,7,3,7,4,9,1,2,6,7
"1224",16,"SAP",1602,5,6,7,7,2,4,NA,7,6,5,3,7,7,9,8,4,9,3,3,6,6,8,1,4,5,7
"1225",16,"SAP",1602,5,4,7,7,3,4,4,4,8,4,2,1,7,9,8,4,7,6,3,5,4,8,6,1,1,7
"1226",16,"SAP",1602,5,6,7,6,4,3,3,6,10,3,6,3,4,6,6,3,5,5,NA,3,6,4,NA,1,NA,5
"1227",16,"SAP",1602,4,3,6,7,4,5,4,8,9,8,6,6,8,8,9,5,6,9,NA,8,8,4,3,2,8,8
"1228",16,"SAP",1602,6,5,6,7,3,4,2,8,8,4,4,4,6,6,9,5,6,6,3,6,6,6,3,1,1,7
"1229",16,"SAP",1602,6,4,3,7,2,4,4,9,9,4,7,4,6,6,6,5,5,3,NA,6,7,3,3,2,2,5
"1230",16,"SAP",1602,6,2,3,6,5,3,3,5,8,3,9,8,5,8,5,5,9,4,5,3,7,9,1,6,1,7
"1231",16,"SAP",1602,5,3,4,7,5,4,4,7,8,6,6,9,7,6,6,6,9,6,5,7,4,9,1,1,0,10
"1232",16,"SAP",1602,7,9,3,7,2,4,4,8,9,2,9,8,7,10,7,4,7,5,2,3,4,9,3,4,2,7
"1233",16,"SAP",1602,6,1,2,7,5,4,3,7,4,4,4,7,6,9,9,5,9,7,2,6,3,9,1,0,0,5
"1234",16,"SAP",1602,7,0,3,7,5,3,3,9,10,5,7,2,10,10,8,9,9,3,1,5,7,4,0,0,0,8
"1235",16,"C",1603,6,3,5,6,3,7,8,7,7,3,9,5,3,9,5,4,7,3,5,5,7,7,7,2,1,6
"1236",16,"C",1603,6,3,2,7,3,7,8,7,6,2,7,8,3,9,3,4,7,2,2,3,7,9,3,2,1,4
"1237",16,"C",1603,6,4,3,6,2,7,7,8,7,3,7,7,4,8,5,4,6,3,NA,5,7,7,3,3,2,6
"1238",16,"C",1603,5,3,5,4,1,7,8,8,6,4,4,6,6,4,6,6,5,7,6,5,4,4,4,2,3,6
"1239",16,"C",1603,7,8,NA,7,6,8,10,10,3,1,9,9,2,9,3,5,9,7,5,3,9,9,3,3,0,7
"1240",16,"C",1603,7,3,3,6,5,7,8,8,6,1,6,4,3,8,5,2,9,4,2,2,9,7,7,1,1,5
"1241",16,"C",1603,NA,NA,NA,7,2,6,6,4,6,4,6,7,4,9,3,6,7,4,6,6,3,7,7,3,6,7
"1242",16,"C",1603,6,9,3,7,2,7,8,8,9,1,9,10,2,10,7,1,9,5,2,3,4,9,3,4,2,6
"1243",16,"C",1603,6,2,1,6,3,6,9,7,4,1,9,10,9,9,1,7,9,1,5,3,9,9,3,1,1,7
"1244",16,"C",1603,6,1,1,4,5,8,8,8,6,1,9,10,0,9,2,0,10,2,2,2,9,10,3,0,0,4
"1245",16,"C",1603,4,3,4,7,4,7,7,6,5,1,9,8,1,8,2,0,9,2,2,2,8,8,3,1,0,8
"1246",16,"C",1603,7,0,1,7,5,6,9,10,10,1,10,8,1,10,1,9,9,3,0,3,10,10,0,0,0,6
"1247",16,"C",1603,5,4,6,6,3,7,8,7,6,3,6,8,6,9,6,4,10,4,3,5,8,9,1,2,1,5
"1248",16,"C",1603,5,6,8,7,3,7,NA,7,6,4,7,7,5,6,8,5,7,2,3,5,9,7,1,3,5,7
"1249",16,"C",1603,3,3,2,5,2,8,9,8,8,1,10,9,0,10,1,1,9,1,NA,2,9,9,9,7,8,5
"1250",16,"C",1603,5,5,5,7,3,7,8,9,7,3,7,7,2,6,3,3,6,3,1,3,8,8,7,1,1,7
"1251",16,"C",1603,6,6,5,7,4,6,6,6,5,5,6,5,5,6,5,5,5,4,NA,5,8,7,NA,4,NA,4
"1252",16,"C",1603,6,5,1,6,NA,6,7,10,10,1,10,8,4,6,1,4,5,1,5,5,9,8,0,0,2,7
"1253",16,"FP",1604,7,5,0,6,6,6,7,5,7,5,3,3,6,6,6,8,6,5,NA,6,7,4,6,5,8,8
"1254",16,"FP",1604,7,3,2,6,5,6,7,7,4,2,5,3,4,6,5,2,9,4,2,3,8,7,6,1,1,6
"1255",16,"FP",1604,7,0,1,7,6,6,9,10,10,2,10,4,9,10,1,9,9,3,0,5,9,9,4,0,0,6
"1256",16,"FP",1604,7,6,2,6,6,8,8,8,8,3,9,6,6,6,5,6,5,4,NA,5,8,7,NA,3,NA,5
"1257",16,"FP",1604,7,9,1,7,5,6,7,8,9,1,9,9,5,10,7,2,9,5,2,3,7,9,3,4,2,7
"1258",16,"FP",1604,7,7,1,7,5,7,7,9,8,3,7,7,3,6,2,5,6,3,1,3,8,8,6,1,1,5
"1259",16,"FP",1604,7,9,NA,7,7,7,7,5,5,2,7,7,8,8,5,6,9,6,8,6,8,7,3,1,0,8
"1260",16,"FP",1604,7,7,0,7,6,5,6,3,3,2,9,8,8,6,3,8,6,1,5,3,8,8,1,3,1,7
"1261",16,"FP",1604,7,6,1,6,3,7,7,7,7,4,7,6,6,8,5,5,6,3,NA,6,8,6,3,2,2,6
"1262",16,"FP",1604,6,6,8,7,5,7,NA,7,6,4,7,7,5,6,8,5,7,2,4,6,9,7,1,3,5,7
"1263",16,"FP",1604,NA,NA,NA,7,6,5,5,4,6,6,5,5,7,6,7,6,5,6,7,6,3,6,4,3,6,8
"1264",16,"FP",1604,7,6,1,6,2,7,8,7,5,5,4,5,6,4,6,6,5,6,6,5,3,3,4,2,3,5
"1265",16,"FP",1604,7,6,0,7,7,7,8,8,6,5,5,7,6,8,1,5,7,2,5,6,6,8,3,0,0,6
"1266",16,"FP",1604,7,8,2,6,5,8,8,7,6,3,5,8,6,9,6,7,10,6,3,7,4,9,1,2,3,5
"1267",16,"FP",1604,7,9,0,6,6,6,7,10,10,1,10,7,7,8,1,6,9,1,5,5,9,8,0,0,1,7
"1268",16,"FP",1604,7,5,1,7,7,6,6,6,6,2,5,6,5,6,7,6,7,3,7,3,8,8,1,1,0,10
"1269",16,"FP",1604,7,6,2,6,5,7,7,7,6,4,7,5,5,8,5,4,7,4,5,6,7,7,7,2,1,6
"1270",16,"FP",1604,NA,8,1,6,4,7,7,7,6,3,9,7,4,8,3,6,6,5,1,5,8,8,3,3,1,4
"1271",16,"M",1605,7,6,3,5,2,9,9,10,8,6,5,8,8,6,9,7,7,7,5,7,4,9,4,4,2,5
"1272",16,"M",1605,7,9,2,7,2,8,8,9,9,5,6,9,7,10,8,6,7,6,3,5,4,9,3,4,2,7
"1273",16,"M",1605,7,5,1,6,5,6,7,9,10,2,10,7,8,9,2,7,9,1,6,6,9,8,0,0,1,7
"1274",16,"M",1605,6,0,2,7,3,7,9,10,10,7,5,4,10,10,1,9,9,3,1,7,7,9,0,0,0,8
"1275",16,"M",1605,6,2,2,5,4,7,8,5,8,4,4,10,6,9,7,8,9,2,6,5,4,9,1,2,1,7
"1276",16,"M",1605,7,6,2,6,6,9,9,8,10,8,6,4,8,8,3,7,6,4,NA,7,7,3,NA,1,NA,6
"1277",16,"M",1605,7,7,NA,7,6,9,9,4,6,6,5,5,9,9,7,8,10,6,8,8,4,9,1,1,0,NA
"1278",16,"M",1605,NA,NA,NA,7,2,8,8,7,7,8,7,8,7,8,5,7,7,4,7,9,3,8,4,3,6,8
"1279",16,"M",1605,5,4,6,5,3,7,8,5,NA,2,3,1,6,8,7,6,7,6,5,3,4,8,6,1,1,7
"1280",16,"M",1605,6,4,1,5,3,8,9,7,9,5,5,7,8,9,5,9,9,4,NA,9,9,8,6,3,8,8
"1281",16,"M",1605,6,6,4,6,3,9,9,7,7,6,5,8,7,9,6,7,10,3,3,8,4,9,1,2,6,7
"1282",16,"M",1605,6,5,2,7,4,8,8,9,8,6,4,5,6,6,6,5,6,6,3,8,6,6,3,1,1,7
"1283",16,"M",1605,7,4,2,6,4,8,8,7,7,7,5,5,7,9,8,6,7,7,6,8,6,8,7,4,1,8
"1284",16,"M",1605,5,3,1,7,2,8,9,7,7,7,6,9,8,9,7,8,9,4,7,8,9,9,0,2,0,10
"1285",16,"M",1605,6,5,5,5,1,8,9,9,8,7,6,8,8,9,3,8,9,7,8,8,7,8,3,2,3,7
"1286",16,"M",1605,5,6,8,7,3,8,NA,7,6,6,3,7,8,9,8,7,9,2,5,7,8,8,1,3,5,7
"1287",16,"M",1605,6,4,1,6,2,8,8,9,9,7,7,6,8,8,6,7,6,3,NA,7,9,3,3,2,2,8
"1288",16,"M",1605,6,2,1,7,7,8,8,9,7,7,9,9,7,10,9,6,10,7,6,7,8,10,1,0,0,8
"1289",16,"KD",1606,6,1,1,6,2,8,6,3,4,6,7,9,8,6,7,6,5,3,6,6,4,9,1,5,1,6
"1290",16,"KD",1606,5,6,8,7,3,4,NA,7,6,7,7,7,7,8,8,7,9,3,5,8,9,8,1,3,5,7
"1291",16,"KD",1606,6,3,1,5,3,9,8,5,7,3,7,8,6,6,8,9,9,2,NA,9,9,9,4,8,8,6
"1292",16,"KD",1606,7,6,2,7,6,9,8,8,8,9,9,8,8,6,3,8,6,4,NA,8,8,6,NA,3,NA,6
"1293",16,"KD",1606,5,2,6,5,2,8,7,6,5,8,9,9,8,4,8,7,6,2,4,8,8,7,6,5,1,8
"1294",16,"KD",1606,NA,NA,NA,7,2,9,9,7,4,9,9,9,7,8,7,8,7,4,8,9,3,9,4,3,6,8
"1295",16,"KD",1606,7,6,NA,7,6,9,9,3,2,8,9,4,9,9,5,9,9,5,9,9,9,8,0,2,0,8
"1296",16,"KD",1606,5,3,NA,6,3,9,8,5,6,8,7,8,7,9,6,8,10,3,4,9,8,9,1,2,1,4
"1297",16,"KD",1606,5,6,5,7,3,8,8,8,6,7,7,6,6,6,6,7,6,6,6,9,8,7,6,4,1,7
"1298",16,"KD",1606,5,2,5,3,1,9,8,6,6,9,7,8,9,9,3,8,9,5,8,9,8,9,4,3,3,6
"1299",16,"KD",1606,5,4,1,7,4,8,8,6,6,7,7,7,8,9,9,8,9,5,7,9,9,8,3,2,0,6
"1300",16,"KD",1606,5,1,1,7,6,8,8,6,5,8,9,9,8,9,7,7,10,5,7,8,9,10,6,5,0,3
"1301",16,"KD",1606,6,4,1,6,2,8,7,6,6,8,9,9,8,9,6,8,6,4,NA,9,9,7,4,4,2,6
"1302",16,"KD",1606,6,3,4,6,3,8,7,6,5,7,6,6,7,9,7,6,7,6,6,8,7,8,7,4,1,7
"1303",16,"KD",1606,5,2,4,6,4,6,6,4,4,2,3,2,6,6,6,NA,5,NA,5,3,4,7,7,1,1,6
"1304",16,"KD",1606,7,9,2,7,2,7,7,8,9,5,6,9,5,10,9,5,7,7,3,6,4,9,3,4,2,7
"1305",16,"KD",1606,7,0,2,7,5,7,9,10,10,8,10,8,10,10,1,9,9,1,1,9,10,10,0,4,0,8
"1306",16,"KD",1606,6,5,1,5,5,7,7,8,8,8,2,9,9,9,7,8,9,1,6,9,6,9,0,0,1,7
"1307",16,"MP",1607,6,5,2,6,4,4,4,8,8,1,10,8,1,9,2,0,6,9,1,2,9,9,7,1,2,6
"1308",16,"MP",1607,3,2,2,7,3,2,3,4,1,1,9,10,1,8,9,0,3,7,0,0,9,7,8,1,0,2
"1309",16,"MP",1607,4,7,3,5,2,3,3,6,5,2,7,8,5,9,8,4,6,7,3,3,4,6,6,3,3,5
"1310",16,"MP",1607,NA,NA,NA,7,2,3,3,3,4,3,6,8,3,9,5,4,9,4,3,3,8,9,8,7,6,4
"1311",16,"MP",1607,4,6,8,7,2,NA,NA,3,5,3,6,7,5,8,3,3,9,7,2,3,8,8,7,4,5,6
"1312",16,"MP",1607,2,6,3,7,3,4,4,5,3,1,9,6,2,6,6,2,5,6,NA,2,9,9,NA,6,NA,2
"1313",16,"MP",1607,3,4,3,7,5,4,5,3,3,1,7,10,2,6,8,3,5,0,3,2,8,9,8,4,1,5
"1314",16,"MP",1607,3,6,5,6,2,3,3,5,5,2,9,8,2,6,2,3,9,3,7,3,9,9,8,2,1,6
"1315",16,"MP",1607,3,2,2,5,2,2,2,3,7,7,4,4,2,9,2,3,9,1,NA,2,9,9,8,8,8,2
"1316",16,"MP",1607,4,6,4,7,1,3,5,7,5,2,7,7,1,8,2,2,7,2,1,2,8,9,8,2,1,5
"1317",16,"MP",1607,5,4,5,7,2,4,4,5,3,2,9,10,3,8,9,2,6,7,NA,3,9,9,8,5,2,4
"1318",16,"MP",1607,5,3,6,6,2,4,4,5,4,3,6,6,4,9,7,3,6,7,4,3,8,8,8,4,1,5
"1319",16,"MP",1607,3,2,NA,7,2,1,3,2,1,0,9,9,0,10,2,0,10,3,0,0,10,10,9,8,0,10
"1320",16,"MP",1607,5,2,4,6,4,2,2,5,3,1,9,6,2,6,1,2,6,2,2,0,9,8,NA,1,1,1
"1321",16,"MP",1607,3,4,6,5,2,3,6,3,2,0,9,8,4,9,9,1,10,9,1,2,3,9,3,2,1,4
