"","country","party","party_id","position","eu_salience","eu_dissent","eu_asylum","eu_budgets","lrgen","lrecon","lrecon_clear","lrecon_salience","galtan","galtan_clear","galtan_salience","immigrate_policy","immigra_salience","immigrate_dissent","multiculturalism","multicult_salience","multicult_dissent","ethnic_minorities","galtan_new","galtan_new_clear","galtan_new_salience","people_vs_elite","antielite_salience","corrupt_salience","members_vs_leadership"
"927",10,"PvdD",1018,5,1,NA,NA,NA,4,4,2,4,4,9,10,3,3,NA,NA,4,1,NA,2,9,10,NA,2,0,NA
"928",10,"PvdD",1018,3,5,NA,NA,3,4,3,4,5,2,9,8,NA,NA,NA,NA,NA,NA,NA,1,10,10,3,NA,NA,NA
"929",10,"PvdD",1018,2,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,9,NA,NA,7
"930",10,"PvdD",1018,4,5,NA,NA,NA,2,2,8,0,0,9,10,3,3,NA,NA,1,NA,NA,1,9,10,NA,2,NA,3
"931",10,"PvdD",1018,2,7,1,1,1,NA,1,9,6,1,9,8,NA,4,NA,NA,3,NA,NA,0,10,8,9,9,9,8
"932",10,"50PLUS",1020,4,0,0,4,4,NA,5,7,8,3,5,0,5,0,0,5,5,0,5,6,0,2,9,10,0,7
"933",10,"50PLUS",1020,3,2,3,NA,3,5,3,6,10,NA,5,4,NA,3,3,NA,3,NA,NA,6,3,6,9,5,3,7
"934",10,"50PLUS",1020,NA,3,NA,NA,NA,7,6,3,5,NA,0,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA
"935",10,"50PLUS",1020,4,3,3,NA,3,6,4,4,3,2,9,3,7,5,2,6,3,1,5,6,5,3,4,5,4,6
"936",10,"50PLUS",1020,3,5,2,NA,NA,5,7,5,5,4,5,5,4,6,NA,6,5,NA,NA,6,5,6,5,6,0,8
"937",10,"50PLUS",1020,5,4,3,NA,NA,7,6,4,4,6,5,5,4,3,3,8,2,4,4,6,3,NA,3,2,0,9
"938",10,"50PLUS",1020,3,4,5,NA,NA,6,4,NA,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"939",10,"50PLUS",1020,NA,0,NA,NA,2,1,3,7,9,7,5,2,NA,2,NA,8,2,NA,8,9,5,3,9,9,0,5
"940",10,"50PLUS",1020,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941",10,"50PLUS",1020,3,2,NA,NA,NA,5,3,3,0,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,NA,9
"942",10,"50PLUS",1020,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"943",10,"50PLUS",1020,3,5,NA,NA,2,6,4,7,8,7,7,7,8,8,NA,NA,NA,NA,NA,7,10,8,9,8,8,NA
"944",10,"50PLUS",1020,NA,10,NA,NA,NA,6,3,5,4,4,5,2,6,3,NA,8,3,NA,NA,5,5,4,NA,NA,NA,NA
"945",10,"50PLUS",1020,4,1,NA,NA,NA,5,4,3,8,NA,2,1,NA,2,NA,NA,1,NA,NA,NA,1,2,6,1,4,NA
"946",10,"50PLUS",1020,NA,10,NA,NA,NA,4,4,8,8,5,9,5,NA,5,NA,NA,6,1,NA,6,NA,NA,NA,5,0,NA
"947",10,"Denk",1050,NA,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948",10,"Denk",1050,NA,2,NA,NA,NA,4,2,3,0,NA,NA,NA,1,2,1,1,10,0,0,6,2,NA,NA,NA,NA,NA
"949",10,"Denk",1050,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,10,NA,NA,NA,NA,0,7,6,8,NA,NA,NA,NA
"950",10,"Denk",1050,NA,2,NA,5,NA,2,2,2,2,3,2,4,3,3,NA,0,10,0,0,3,4,9,NA,9,8,9
"951",10,"Denk",1050,NA,NA,NA,NA,NA,5,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7
"952",10,"Denk",1050,6,0,0,4,4,3,3,7,0,6,5,3,2,7,0,0,10,0,0,6,0,2,5,10,0,7
"953",10,"Denk",1050,NA,10,NA,NA,NA,5,4,1,3,8,9,10,4,10,4,NA,10,4,0,7,10,10,NA,5,0,9
"954",10,"Denk",1050,NA,3,NA,NA,NA,8,3,3,1,9,6,5,1,10,NA,0,10,0,0,8,NA,4,NA,1,0,8
"955",10,"Denk",1050,6,1,NA,NA,NA,4,4,3,3,NA,2,1,1,9,NA,0,10,NA,0,2,3,NA,6,1,2,NA
"956",10,"Denk",1050,4,5,5,6,NA,3,4,5,5,5,5,5,0,6,0,0,7,0,0,NA,6,6,5,5,5,5
"957",10,"Denk",1050,NA,2,NA,NA,NA,3,3,1,3,6,5,4,1,10,2,0,10,NA,NA,6,9,3,NA,NA,3,8
"958",10,"Denk",1050,3,5,2,NA,NA,3,5,5,2,5,5,5,4,8,0,1,10,0,NA,2,5,9,5,8,0,8
"959",10,"Denk",1050,4,3,1,NA,3,3,3,7,5,8,7,3,3,4,1,1,2,1,1,7,7,6,3,4,2,8
"960",10,"Denk",1050,NA,10,NA,NA,NA,NA,NA,NA,10,10,5,2,NA,NA,NA,0,10,NA,10,10,9,10,NA,NA,NA,NA
"961",10,"Denk",1050,5,3,NA,5,3,3,3,8,5,3,9,8,3,NA,NA,NA,NA,NA,0,2,10,10,9,7,NA,NA
"962",10,"FvD",1051,1,10,0,1,1,10,8,6,3,10,10,10,10,7,0,10,10,0,10,10,10,10,9,10,9,10
"963",10,"FvD",1051,1,5,1,1,1,9,8,2,2,5,3,3,9,10,1,10,10,NA,NA,8,4,7,10,10,6,10
"964",10,"FvD",1051,2,10,NA,1,NA,8,10,NA,10,9,NA,NA,10,10,NA,NA,NA,NA,10,8,NA,NA,10,10,NA,NA
"965",10,"FvD",1051,1,NA,NA,NA,NA,10,9,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,10,NA,NA,9
"966",10,"FvD",1051,1,10,0,NA,1,10,9,8,2,4,5,NA,10,10,0,10,10,0,10,9,NA,2,10,9,5,6
"967",10,"FvD",1051,1,9,1,NA,1,9,9,7,7,6,7,5,10,9,1,9,9,1,9,7,9,8,9,9,5,9
"968",10,"FvD",1051,1,6,0,1,1,10,10,7,0,5,5,0,9,10,0,9,10,0,10,10,0,2,10,10,0,9
"969",10,"FvD",1051,1,8,1,1,1,10,9,3,0,9,9,4,10,10,1,10,10,0,10,10,10,10,10,10,NA,5
"970",10,"FvD",1051,1,5,NA,1,NA,10,10,6,2,10,9,5,10,10,NA,10,10,0,0,10,10,10,10,6,NA,NA
"971",10,"FvD",1051,1,9,NA,1,1,10,10,10,10,1,10,10,10,10,0,10,10,0,10,9,10,9,10,10,10,10
"972",10,"FvD",1051,1,10,0,1,1,9,8,5,1,10,10,9,10,8,0,10,9,0,10,10,9,10,10,10,10,10
"973",10,"FvD",1051,2,8,NA,3,2,9,8,5,2,6,2,1,9,9,NA,9,9,NA,9,9,5,NA,10,9,7,NA
"974",10,"FvD",1051,1,9,1,1,NA,9,9,7,6,3,7,8,10,10,0,10,10,0,NA,7,5,10,10,10,2,8
"975",10,"FvD",1051,1,8,0,1,1,10,8,1,3,10,9,10,10,10,0,10,10,0,10,10,10,10,10,10,7,10
"976",10,"FvD",1051,1,8,0,1,1,10,9,2,1,9,2,9,10,9,0,10,10,0,10,9,10,10,9,10,5,10
"977",11,"Cons",1101,2,9,8,2,2,7,7,5,9,5,5,3,7,7,5,7,5,4,5,7,5,6,8,3,4,7
"978",11,"Cons",1101,5,9,10,1,1,8,9,8,8,8,5,4,8,9,4,8,9,2,7,8,9,8,2,3,3,9
"979",11,"Cons",1101,2,10,8,1,1,7,7,9,4,8,6,6,9,9,5,7,9,6,8,8,8,9,2,4,3,9
"980",11,"Cons",1101,2,10,9,1,1,7,8,6,8,8,6,7,7,9,6,6,7,6,5,8,7,8,5,7,5,7
"981",11,"Cons",1101,3,9,10,3,3,7,7,3,8,7,7,3,7,6,6,6,5,7,4,7,7,7,5,3,2,8
"982",11,"Cons",1101,1,9,7,1,1,8,8,7,3,7,7,4,9,9,9,8,9,2,9,8,7,7,6,6,7,3
"983",11,"Cons",1101,2,9,8,1,1,8,7,6,6,7,7,7,9,10,6,8,9,5,8,8,6,9,6,3,2,8
"984",11,"Cons",1101,1,10,3,1,1,7,8,8,6,8,8,8,8,8,2,6,2,NA,5,8,7,8,6,6,0,9
"985",11,"Cons",1101,3,8,9,3,1,8,9,10,9,7,8,6,9,8,2,8,9,2,6,8,8,7,6,0,2,9
"986",11,"Cons",1101,4,10,10,2,2,8,9,5,8,6,5,5,5,6,6,5,5,7,5,7,5,6,6,5,5,5
"987",11,"Cons",1101,2,10,3,2,1,8,7,4,7,7,6,8,9,8,6,6,7,3,3,7,NA,NA,1,NA,1,9
"988",11,"Cons",1101,2,10,7,1,1,7,7,6,4,4,3,6,7,7,6,7,6,4,6,7,7,6,8,7,3,8
"989",11,"Cons",1101,2,10,10,NA,1,9,10,0,10,9,6,10,10,10,3,10,5,8,7,10,3,2,NA,2,0,9
"990",11,"Cons",1101,2,9,7,NA,NA,8,7,7,9,NA,NA,NA,8,8,4,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA
"991",11,"Lab",1102,3,5,8,5,2,3,2,8,10,1,7,7,2,4,4,3,4,2,3,3,8,6,6,7,3,3
"992",11,"Lab",1102,5,7,9,4,4,3,3,9,7,3,6,5,5,7,5,5,6,4,3,4,7,5,8,6,5,2
"993",11,"Lab",1102,4,6,10,4,2,3,2,0,10,4,5,1,8,6,7,7,5,8,7,7,4,2,NA,NA,0,9
"994",11,"Lab",1102,2,8,8,5,3,4,3,7,8,2,8,7,3,5,3,3,5,3,1,3,NA,NA,6,NA,1,10
"995",11,"Lab",1102,3,7,6,5,4,3,2,7,9,2,7,3,5,4,6,4,4,6,3,4,4,4,6,3,4,5
"996",11,"Lab",1102,4,2,6,4,3,3,2,7,10,3,8,3,5,5,6,6,4,5,4,5,7,6,6,7,3,6
"997",11,"Lab",1102,3,4,6,2,3,2,2,7,8,5,6,4,7,3,9,4,5,7,2,5,5,4,6,3,2,3
"998",11,"Lab",1102,3,6,6,4,3,2,2,6,8,3,7,4,4,6,5,2,6,7,7,4,3,4,8,8,7,4
"999",11,"Lab",1102,3,6,7,4,2,2,1,8,9,2,9,8,6,5,5,3,2,NA,2,3,8,7,6,8,0,5
"1000",11,"Lab",1102,5,10,10,7,4,4,4,5,8,5,5,5,5,7,9,3,5,7,5,4,5,5,6,5,5,3
"1001",11,"Lab",1102,2,5,10,NA,NA,2,1,7,2,NA,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA
"1002",11,"Lab",1102,6,8,3,2,2,2,2,8,8,3,8,6,5,8,7,6,9,4,6,3,6,8,3,7,3,3
"1003",11,"Lab",1102,2,8,8,1,1,2,1,3,3,2,7,4,4,6,2,3,7,6,2,4,6,6,6,7,7,3
"1004",11,"Lab",1102,4,6,7,5,4,2,2,5,8,2,5,3,5,6,9,4,5,6,3,3,7,7,6,7,2,3
"1005",11,"LibDem",1104,7,9,0,6,4,3,3,4,3,0,10,9,1,7,0,2,6,1,0,1,NA,NA,8,NA,1,6
"1006",11,"LibDem",1104,6,9,2,5,3,4,4,3,4,2,9,7,3,3,2,5,5,2,4,3,7,6,6,1,3,5
"1007",11,"LibDem",1104,7,10,0,5,5,4,4,7,6,2,8,7,2,7,2,2,7,2,8,3,8,7,5,2,7,8
"1008",11,"LibDem",1104,7,10,1,6,6,4,4,9,7,2,6,5,3,9,2,3,7,2,2,3,9,9,8,6,7,3
"1009",11,"LibDem",1104,7,9,1,4,5,5,5,5,5,3,8,7,1,8,2,1,7,2,0,2,9,7,8,2,4,7
"1010",11,"LibDem",1104,7,8,2,7,5,5,4,7,10,1,9,7,4,5,2,6,3,4,9,3,8,2,NA,5,3,NA
"1011",11,"LibDem",1104,7,10,0,7,4,4,3,8,7,1,8,9,2,4,2,2,2,NA,2,2,9,8,5,3,0,3
"1012",11,"LibDem",1104,7,9,1,7,7,6,6,2,5,1,7,2,2,9,9,2,9,1,1,3,8,9,6,3,8,7
"1013",11,"LibDem",1104,6,10,5,7,4,5,6,5,8,5,5,5,5,4,5,3,5,5,5,4,5,5,6,5,5,5
"1014",11,"LibDem",1104,7,9,1,4,4,5,3,6,7,2,8,8,3,8,4,4,6,4,4,1,8,8,2,6,2,3
"1015",11,"LibDem",1104,6,8,3,6,6,5,5,7,9,1,8,5,3,6,2,2,3,2,2,2,8,7,6,2,6,3
"1016",11,"LibDem",1104,7,10,1,5,6,4,5,6,4,1,7,6,2,5,2,4,4,2,3,3,7,6,2,1,3,4
"1017",11,"LibDem",1104,7,10,1,6,6,5,6,4,6,1,9,6,1,4,2,4,5,2,2,4,8,9,5,2,2,3
"1018",11,"LibDem",1104,7,9,1,NA,NA,4,4,NA,2,NA,NA,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
"1019",11,"SNP",1105,5,7,5,7,4,3,4,5,8,5,5,5,5,5,5,4,5,5,5,4,5,5,6,5,5,5
"1020",11,"SNP",1105,7,10,3,5,5,4,4,6,5,3,6,5,2,5,3,2,4,3,7,3,6,5,8,7,5,10
"1021",11,"SNP",1105,7,6,2,6,6,4,4,6,6,2,7,5,3,4,2,3,3,4,3,3,8,5,8,6,6,5
"1022",11,"SNP",1105,7,7,2,5,5,4,4,6,4,3,6,3,3,3,3,3,2,NA,2,3,3,2,6,2,2,NA
"1023",11,"SNP",1105,7,8,1,6,6,4,4,7,8,3,5,4,1,5,3,4,3,3,3,4,6,7,8,6,2,3
"1024",11,"SNP",1105,7,7,0,5,NA,2,2,10,10,4,9,9,2,3,2,4,3,1,2,3,NA,NA,8,NA,1,NA
"1025",11,"SNP",1105,7,9,1,NA,NA,3,3,8,4,1,8,9,2,4,2,NA,NA,NA,NA,2,9,6,6,8,0,8
"1026",11,"SNP",1105,7,9,1,NA,NA,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1027",11,"SNP",1105,7,9,1,7,6,2,2,9,7,1,10,9,1,8,2,2,7,2,1,1,10,9,8,5,7,3
"1028",11,"SNP",1105,7,9,1,7,7,3,3,7,6,1,7,2,2,9,9,1,9,1,1,2,8,9,8,8,8,6
"1029",11,"SNP",1105,6,7,2,5,3,4,4,5,7,2,7,5,2,2,2,5,2,2,4,3,4,3,8,7,4,6
"1030",11,"SNP",1105,7,7,1,4,4,3,5,5,8,3,6,4,3,6,3,5,6,3,6,4,6,7,3,5,3,7
"1031",11,"SNP",1105,7,9,3,5,6,3,3,8,7,1,8,7,2,5,2,3,5,2,2,3,8,6,9,2,3,4
"1032",11,"SNP",1105,6,7,4,NA,NA,4,4,7,10,2,7,5,4,5,6,3,3,3,8,3,7,2,NA,7,NA,NA
"1033",11,"Plaid",1106,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1034",11,"Plaid",1106,7,5,2,6,6,3,4,7,6,2,8,4,3,4,2,3,3,3,3,3,8,5,8,6,6,5
"1035",11,"Plaid",1106,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1036",11,"Plaid",1106,7,8,1,6,6,4,3,NA,10,2,5,NA,NA,NA,2,4,3,3,3,4,6,7,8,6,2,3
"1037",11,"Plaid",1106,7,8,3,5,6,3,3,8,7,1,7,7,2,5,2,3,5,2,3,3,7,6,9,2,3,4
"1038",11,"Plaid",1106,7,8,1,7,6,2,2,3,3,1,7,3,2,8,7,1,NA,2,2,2,8,8,6,3,8,4
"1039",11,"Plaid",1106,5,5,3,4,4,5,5,4,3,3,5,3,4,2,3,3,2,NA,3,4,3,2,6,3,2,NA
"1040",11,"Plaid",1106,7,7,1,5,4,3,3,8,7,2,8,8,2,5,2,3,6,3,2,2,9,9,8,5,7,3
"1041",11,"Plaid",1106,5,7,5,6,4,3,4,5,8,5,5,5,5,5,5,4,5,5,5,4,5,4,6,5,5,5
"1042",11,"Plaid",1106,6,3,2,4,3,4,3,5,7,4,7,5,3,2,2,5,2,2,4,4,4,3,8,7,4,6
"1043",11,"Plaid",1106,7,8,1,4,4,2,3,6,7,2,7,4,3,6,3,5,6,3,5,5,6,7,2,5,3,7
"1044",11,"Plaid",1106,NA,4,NA,NA,NA,4,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA
"1045",11,"Plaid",1106,7,9,2,NA,5,4,4,NA,5,3,7,6,2,6,2,NA,NA,2,8,2,7,6,6,5,6,8
"1046",11,"Plaid",1106,4,2,2,NA,NA,2,2,6,4,3,5,7,2,4,NA,NA,NA,NA,NA,3,7,5,6,6,0,NA
"1047",11,"Greens",1107,7,9,2,6,6,2,2,8,5,0,9,8,1,7,2,2,6,1,1,1,9,8,8,4,3,1
"1048",11,"Greens",1107,7,8,1,NA,NA,3,2,NA,1,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1049",11,"Greens",1107,6,6,2,5,3,3,2,8,7,1,9,9,2,4,2,4,2,2,4,1,9,10,8,8,4,3
"1050",11,"Greens",1107,7,9,1,7,6,2,2,9,6,1,10,10,1,5,2,1,7,1,1,0,10,10,9,8,7,1
"1051",11,"Greens",1107,7,8,1,6,5,2,2,7,2,0,9,9,0,9,0,0,9,0,0,0,10,8,3,5,4,2
"1052",11,"Greens",1107,7,8,2,7,5,3,3,4,8,1,9,9,0,10,0,0,10,0,9,0,10,10,8,9,8,3
"1053",11,"Greens",1107,7,8,1,6,6,2,2,8,4,1,9,9,1,7,2,2,6,2,1,2,8,9,8,7,2,1
"1054",11,"Greens",1107,7,9,0,7,NA,1,1,8,6,0,10,9,1,7,0,0,2,NA,0,0,10,10,6,7,0,3
"1055",11,"Greens",1107,7,7,2,7,NA,1,3,6,10,0,9,8,2,6,2,2,2,2,9,0,10,2,NA,7,7,4
"1056",11,"Greens",1107,6,8,2,7,6,2,2,7,4,1,7,2,2,9,9,1,7,1,1,0,10,10,8,8,8,2
"1057",11,"Greens",1107,7,8,3,5,5,1,2,8,5,1,8,8,2,9,3,3,5,2,3,0,10,10,8,8,3,2
"1058",11,"Greens",1107,6,8,5,7,4,2,3,5,8,3,5,5,3,6,5,2,5,5,3,2,NA,NA,6,5,5,3
"1059",11,"Greens",1107,7,7,0,6,NA,2,3,8,7,1,10,8,2,6,10,2,3,NA,NA,1,NA,NA,9,NA,1,4
"1060",11,"Greens",1107,6,6,2,6,5,2,3,8,6,1,8,6,2,4,2,2,3,2,2,1,8,7,NA,7,7,3
"1061",11,"UKIP",1108,1,10,2,1,1,8,5,3,2,9,8,5,9,9,2,9,9,2,9,9,9,9,8,9,5,6
"1062",11,"UKIP",1108,1,10,0,1,1,10,10,10,10,10,10,10,10,10,0,10,9,1,0,10,10,8,NA,10,0,10
"1063",11,"UKIP",1108,1,10,0,1,1,9,8,2,3,10,10,10,10,10,10,10,10,0,5,10,NA,NA,6,NA,1,NA
"1064",11,"UKIP",1108,1,10,0,1,1,9,6,3,2,10,10,9,10,10,0,10,9,NA,8,9,10,10,8,10,0,8
"1065",11,"UKIP",1108,1,10,0,1,NA,8,6,NA,1,NA,NA,NA,10,10,0,10,10,0,NA,NA,NA,NA,NA,10,NA,NA
"1066",11,"UKIP",1108,1,10,0,1,1,9,6,3,3,10,10,10,10,10,0,10,10,0,0,10,10,10,10,10,1,5
"1067",11,"UKIP",1108,1,10,0,1,1,9,7,2,1,9,9,9,10,10,10,10,10,10,9,10,10,9,0,10,6,3
"1068",11,"UKIP",1108,1,10,1,1,1,9,3,9,6,9,9,7,8,10,2,9,9,1,9,9,9,9,9,10,9,6
"1069",11,"UKIP",1108,2,10,5,5,4,7,5,5,8,9,5,5,5,8,6,8,5,5,7,8,5,5,6,5,5,4
"1070",11,"UKIP",1108,1,10,0,1,1,9,8,6,2,10,10,8,10,10,0,10,10,0,10,9,10,10,1,10,2,9
"1071",11,"UKIP",1108,1,9,0,1,1,NA,9,2,5,9,8,1,10,10,0,10,10,0,10,10,10,10,8,10,3,10
"1072",11,"UKIP",1108,1,10,0,1,1,8,8,1,3,9,6,3,10,10,0,10,9,0,6,10,9,10,9,9,6,7
"1073",11,"UKIP",1108,1,9,10,1,1,9,7,1,1,9,7,2,10,10,10,10,9,0,10,10,10,10,8,10,2,1
"1074",11,"UKIP",1108,1,10,0,1,1,8,7,2,1,7,7,7,9,10,2,10,9,2,9,9,9,9,10,10,7,6
"1075",11,"SF",1150,6,8,4,NA,4,2,2,5,5,6,6,5,5,5,NA,NA,NA,NA,7,4,6,5,2,2,3,10
"1076",11,"SF",1150,2,5,NA,NA,NA,8,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1077",11,"SF",1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078",11,"SF",1150,6,7,3,6,4,3,2,4,3,4,5,4,4,4,3,4,6,NA,4,5,4,3,NA,9,8,NA
"1079",11,"SF",1150,5,8,5,5,4,1,1,5,8,4,5,5,4,5,6,4,5,5,NA,3,NA,NA,6,5,5,4
"1080",11,"SF",1150,6,6,3,5,4,2,3,NA,10,4,3,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA
"1081",11,"SF",1150,6,7,2,4,4,4,4,5,4,7,5,2,4,5,4,6,6,1,6,5,7,7,3,10,2,4
"1082",11,"SF",1150,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083",11,"SF",1150,NA,5,3,NA,NA,3,2,NA,1,NA,5,3,NA,2,NA,NA,2,NA,NA,NA,3,3,NA,8,2,NA
"1084",11,"SF",1150,6,4,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"1085",11,"SF",1150,6,8,0,NA,NA,2,2,6,2,4,6,6,NA,NA,NA,NA,NA,NA,NA,4,4,5,NA,NA,0,NA
"1086",11,"SF",1150,5,5,3,4,3,3,3,8,4,4,8,NA,5,2,4,4,2,NA,4,5,3,3,6,8,5,6
"1087",11,"SF",1150,6,3,5,4,4,2,2,7,5,1,8,8,2,4,3,3,6,3,3,1,7,7,8,7,6,3
"1088",11,"SF",1150,6,7,1,5,4,2,3,7,3,2,8,7,2,5,2,3,5,2,2,3,7,6,9,5,6,8
"1089",11,"DUP",1151,3,8,3,NA,2,8,6,4,4,9,7,8,8,8,2,7,7,1,2,9,10,9,1,5,1,10
"1090",11,"DUP",1151,2,9,0,NA,NA,9,6,6,2,10,10,9,NA,NA,NA,NA,NA,NA,NA,9,10,8,NA,NA,0,NA
"1091",11,"DUP",1151,1,5,NA,NA,NA,9,NA,NA,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,1,9
"1092",11,"DUP",1151,3,3,5,4,4,10,10,9,4,10,10,10,10,10,0,10,10,0,10,10,10,10,2,9,2,9
"1093",11,"DUP",1151,2,7,3,3,3,7,7,5,5,10,10,10,9,9,0,9,9,1,6,10,10,10,6,3,2,8
"1094",11,"DUP",1151,NA,NA,NA,NA,NA,NA,NA,NA,10,9,9,7,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA
"1095",11,"DUP",1151,3,5,3,4,3,9,7,6,2,10,10,9,6,2,4,5,2,2,6,10,10,10,6,4,2,7
"1096",11,"DUP",1151,3,7,2,1,2,8,4,6,3,9,10,9,8,6,2,7,5,3,8,9,9,9,8,3,3,8
"1097",11,"DUP",1151,6,7,2,4,2,8,8,5,4,9,8,2,7,5,4,8,6,2,5,5,6,6,0,3,3,7
"1098",11,"DUP",1151,3,8,5,5,4,9,7,5,8,8,5,5,5,5,6,8,5,5,NA,8,5,5,6,5,5,6
"1099",11,"DUP",1151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100",11,"DUP",1151,1,7,2,1,1,9,8,4,3,9,7,2,10,8,10,10,9,2,10,10,10,10,3,3,7,7
"1101",11,"DUP",1151,2,5,NA,NA,NA,10,9,NA,10,10,10,10,10,NA,NA,10,NA,NA,1,10,9,8,NA,NA,NA,9
"1102",11,"DUP",1151,2,7,2,1,1,8,7,NA,1,10,10,10,9,5,NA,9,5,NA,8,10,10,10,NA,4,NA,NA
"1103",12,"CDU/PCP-PEV",1201,1,3,0,8,1,0,0,10,9,7,5,2,2,5,NA,1,10,NA,2,9,9,3,1,3,1,8
"1104",12,"CDU/PCP-PEV",1201,7,9,2,4,5,8,7,9,9,8,7,6,8,6,3,7,8,2,5,7,7,3,2,4,5,8
"1105",12,"CDU/PCP-PEV",1201,3,3,1,NA,1,3,2,8,10,5,10,0,4,0,0,5,0,0,5,4,3,3,1,2,4,10
"1106",12,"CDU/PCP-PEV",1201,1,7,1,7,1,1,1,10,8,3,7,7,3,5,2,3,4,2,2,2,7,5,6,7,7,8
"1107",12,"CDU/PCP-PEV",1201,2,3,0,4,1,1,0,10,10,7,10,5,6,1,0,NA,NA,NA,8,6,10,6,1,3,5,10
"1108",12,"CDU/PCP-PEV",1201,NA,NA,NA,NA,NA,1,0,10,10,7,9,5,4,3,NA,NA,3,NA,3,9,7,4,8,1,7,10
"1109",12,"CDU/PCP-PEV",1201,2,8,2,5,1,1,1,9,10,4,6,4,1,2,2,6,2,2,1,3,7,7,6,6,7,5
"1110",12,"CDU/PCP-PEV",1201,3,7,1,5,1,0,0,10,10,0,9,5,1,5,1,7,5,1,3,3,6,2,9,9,8,9
"1111",12,"CDU/PCP-PEV",1201,2,7,1,7,1,2,0,10,10,3,3,4,2,3,2,2,5,2,2,3,9,3,2,7,1,10
"1112",12,"CDU/PCP-PEV",1201,1,8,1,5,1,1,0,9,10,4,NA,2,3,3,1,3,2,1,3,4,2,2,8,9,8,8
"1113",12,"CDU/PCP-PEV",1201,3,5,3,NA,2,1,2,10,6,7,7,2,3,3,4,4,2,5,4,6,6,3,7,8,6,7
"1114",12,"CDU/PCP-PEV",1201,3,6,2,5,2,1,0,9,10,1,10,6,2,5,NA,2,7,NA,NA,0,9,7,1,6,8,8
"1115",12,"CDS-PP",1202,5,6,4,3,3,8,7,4,7,8,7,6,7,5,2,7,4,3,6,7,7,6,2,2,4,7
"1116",12,"CDS-PP",1202,7,4,3,5,5,8,9,8,8,8,5,4,6,5,4,5,7,3,5,9,7,6,2,0,1,10
"1117",12,"CDS-PP",1202,6,6,3,NA,5,8,7,7,7,8,7,7,7,6,6,7,5,6,7,7,7,6,7,7,7,8
"1118",12,"CDS-PP",1202,NA,NA,NA,NA,NA,8,8,8,7,8,6,5,7,5,NA,NA,4,NA,8,9,6,4,6,1,7,4
"1119",12,"CDS-PP",1202,3,7,1,5,1,10,10,10,10,10,9,5,1,5,1,8,5,1,4,9,6,2,9,9,8,9
