TRIBE,TRIBE_CODE,LAT,LON,COUNTRY,ISO3,TOTAL_ATLANTIC,TOTAL_INDIAN
MIJERTEIN,"536","9.01818296234","48.77410000000",Somalia,SOM,"0","0"
MIMI,"537","14.78700000000","20.27870000000",Chad,TCD,"0","0"
MINIANKA,"538","11.75850000000","-5.29926000000",Mali,MLI,"35","0"
MITTU,"539","5.80870017412","29.73880000000",South Sudan,SSD,"0","0"
MITUKU,"540","-1.21236000000","25.10330000000",Democratic Republic of the Congo,COD,"0","0"
MOBA,"541","10.66120000000","0.46957819662",Togo,TGO,"0","0"
MOBER,"542","13.43200000000","12.55090000000",Nigeria,NGA,"0","0"
MOMBERA,"543","-11.98850000000","33.47380000000",Zambia,ZMB,"0","0"
MONDARI,"544","5.85564776307","31.39360000000",South Sudan,SSD,"0","0"
MONGO,"545","0.94008452632","21.08720000000",Democratic Republic of the Congo,COD,"118","0"
MOROCCANS,"546","32.74500000000","-7.57882000000",Morocco,MAR,"0","0"
MORU,"547","5.25326309349","30.41030000000",South Sudan,SSD,"0","0"
MOSSI,"548","12.72650000000","-1.17043000000",Togo,TGO,"674","0"
MPEZENI,"549","-13.56240000000","32.38650000000",Zambia,ZMB,"0","0"
MPONGWE,"550","-0.98688500000","9.62558377087",Gabon,GAB,"5472","0"
MUBI,"551","12.51990000000","19.65560000000",Chad,TCD,"0","0"
MUM,"552","5.67429862847","11.05450000000",Cameroon,CMR,"3247","0"
MUMUYE,"553","9.01314529662","11.81840000000",Nigeria,NGA,"606","0"
MUNDANG,"554","9.68855186095","14.67600000000",Chad,TCD,"0","0"
MUNDU,"555","4.34563096724","30.13120000000",South Sudan,SSD,"893","0"
MURLE,"556","6.26583539229","33.31130000000",Ethiopia,ETH,"0","0"
MUSGU,"557","10.99470000000","15.30750000000",Chad,TCD,"0","0"
MWERA,"558","-9.63120000000","39.04450000000",United Republic of Tanzania,TZA,"0","9657"
MZAB,"559","32.68550000000","3.75748998569",Algeria,DZA,"0","0"
NAFANA,"560","8.30463594464","-2.39710000000",Ghana,GHA,"0","0"
NAIL,"561","33.97580000000","4.53298662550",Algeria,DZA,"0","0"
NAJI,"562","6.29835178315","35.73200000000",Ethiopia,ETH,"0","0"
NALU,"563","11.03610000000","-14.89710000000",Guinea,GIN,"8564","0"
NAMA,"564","-26.37330000000","17.64930000000",South Africa,ZAF,"0","0"
NAMIB,"565","-26.41880000000","15.72010000000",Namibia,NAM,"0","0"
NAMSHI,"566","8.50232102663","13.38340000000",Cameroon,CMR,"0","0"
NANDI,"567","0.47680069515","35.23320000000",Kenya,KEN,"0","0"
NARON,"568","-21.79370000000","21.29130000000",Namibia,NAM,"0","0"
NAUDEBA,"569","10.07840000000","1.40873526828",Togo,TGO,"0","0"
NDAKA,"570","1.36417524408","27.13430000000",Democratic Republic of the Congo,COD,"0","0"
NDAMBA,"571","-8.57761000000","35.94020000000",United Republic of Tanzania,TZA,"0","1740"
NDAU,"572","-20.24590000000","33.72080000000",Zimbabwe,ZWE,"0","261"
NDEBELE,"573","-19.71330000000","28.14600000000",Zimbabwe,ZWE,"0","0"
NDEMBU,"574","-11.61220000000","24.04430000000",Zambia,ZMB,"393","0"
NDOB,"575","5.94234887729","10.59010000000",Cameroon,CMR,"3200","0"
NDOGO,"576","6.95976902611","26.92560000000",South Sudan,SSD,"197","0"
NDOKO,"577","2.06324324792","20.81720000000",Democratic Republic of the Congo,COD,"0","0"
NDOMBE,"578","-13.38380000000","13.56420000000",Angola,AGO,"3736","0"
NDORO,"579","7.55052420282","10.84410000000",Nigeria,NGA,"0","0"
NDUKA,"580","8.30457880108","19.25150000000",Chad,TCD,"0","0"
NEFUSA,"581","31.76480000000","11.50300000000",Tunisia,TUN,"0","0"
NEN,"582","4.70322762053","10.77600000000",Cameroon,CMR,"659","0"
NGALA,"583","1.26952790438","18.86250000000",Democratic Republic of the Congo,COD,"549","0"
NGAMA,"584","7.65411664685","17.46340000000",Chad,TCD,"0","0"
NGANDU,"585","0.02679747296","23.35870000000",Democratic Republic of the Congo,COD,"0","0"
NGBANDI,"586","3.76685914131","21.83280000000",Democratic Republic of the Congo,COD,"588","0"
NGBELE,"587","2.88449111296","28.33880000000",Democratic Republic of the Congo,COD,"0","0"
NGE,"588","7.59225666119","6.98139860894",Nigeria,NGA,"0","0"
NGERE,"589","6.85604008385","-8.02342000000",Liberia,LBR,"514","0"
NGINDO,"590","-9.37514000000","37.86930000000",United Republic of Tanzania,TZA,"0","75340"
NGIZIM,"591","12.12460000000","10.80000000000",Nigeria,NGA,"36","0"
NGOMBE,"592","-0.89576400000","21.46860000000",Democratic Republic of the Congo,COD,"460","0"
NGONGO,"593","-5.32895000000","18.38650000000",Democratic Republic of the Congo,COD,"0","0"
NGONYELU,"594","-14.49620000000","16.93860000000",Angola,AGO,"393","0"
NGUMBA,"595","2.47983590166","10.42820000000",Equatorial Guinea,GNQ,"0","0"
NGUMBE,"596","-15.17340000000","15.19780000000",Angola,AGO,"6096","0"
NGURU,"597","-6.13611000000","37.60730000000",United Republic of Tanzania,TZA,"0","3654"
NGWAKETSE,"598","-25.24200000000","25.24060000000",South Africa,ZAF,"0","0"
NGWATO,"599","-22.64490000000","27.01740000000",Zimbabwe,ZWE,"0","0"
NKOLE,"600","-0.57175500000","30.49890000000",Rwanda,RWA,"0","0"
NKOYA,"601","-14.83110000000","24.32420000000",Zambia,ZMB,"0","0"
NKUNDO,"602","-0.31735900000","19.49150000000",Democratic Republic of the Congo,COD,"0","0"
NONO,"603","13.96370000000","-4.12129000000",Mali,MLI,"0","0"
NSAW,"604","6.25416402001","10.82940000000",Cameroon,CMR,"471","0"
NSENGA,"605","-14.88870000000","30.53410000000",Zimbabwe,ZWE,"0","86"
NSUNGLI,"606","6.49437144841","11.14740000000",Nigeria,NGA,"0","0"
NUER,"607","8.53223834020","31.76770000000",Ethiopia,ETH,"0","0"
NUKWE,"608","-17.77720000000","22.80680000000",Zambia,ZMB,"0","0"
NUNUMA,"609","11.51010000000","-2.09037000000",Burkina Faso,BFA,"0","0"
NUPE,"610","9.10286019390","5.76285117564",Nigeria,NGA,"58551","0"
NUSAN,"611","-25.73830000000","20.47180000000",South Africa,ZAF,"0","0"
NYAKYUSA,"612","-9.28959000000","33.70550000000",United Republic of Tanzania,TZA,"0","10439"
NYAMWEZI,"613","-5.07289000000","32.81410000000",United Republic of Tanzania,TZA,"0","57419"
NYANEKA,"614","-15.55090000000","13.95620000000",Angola,AGO,"0","0"
NYANGIYA,"615","3.77967127280","33.71240000000",Uganda,UGA,"0","0"
NYANJA,"616","-15.71950000000","35.42020000000",Mozambique,MOZ,"82781","2175"
NYARI,"617","2.17762692591","30.15390000000",Democratic Republic of the Congo,COD,"0","0"
NYASA,"618","-12.24260000000","34.95330000000",United Republic of Tanzania,TZA,"0","131192"
NYIMA,"619","12.00050000000","29.37360000000",Sudan,SDN,"0","0"
NYORO,"620","1.73741658436","31.69140000000",Uganda,UGA,"0","0"
NZANKARA,"621","4.71870481962","22.82200000000",Democratic Republic of the Congo,COD,"0","0"
ODODOP,"622","5.21845129587","8.41886622869",Nigeria,NGA,"0","0"
OGADEN,"623","6.53011012379","44.10130000000",Somalia,SOM,"0","0"
OHEKWE,"624","-21.71660000000","24.30350000000",Botswana,BWA,"0","0"
OKORO,"625","11.36160000000","17.95690000000",Chad,TCD,"0","0"
OMETO,"626","6.50882581413","37.36260000000",Ethiopia,ETH,"0","0"
ORRI,"627","6.57514660448","8.35817415490",Nigeria,NGA,"0","0"
PADANG,"628","10.18400000000","32.51000000000",South Sudan,SSD,"0","0"
PANDE,"629","3.36173770526","17.02280000000",Congo,COG,"0","0"
PARE,"630","-4.10684000000","37.89620000000",United Republic of Tanzania,TZA,"0","2872"
PARI,"631","5.31858742671","32.69690000000",South Sudan,SSD,"0","0"
PEDI,"632","-25.92070000000","29.81270000000",South Africa,ZAF,"0","0"
PEMBA,"633","-5.18171000000","39.75730000000",United Republic of Tanzania,TZA,"0","871"
PENDE,"634","-6.03612000000","19.71850000000",Democratic Republic of the Congo,COD,"0","0"
PEPEL,"635","12.04740000000","-15.93850000000",Guinea-Bissau,GNB,"28770","0"
PIMBWE,"636","-7.16873000000","31.60400000000",United Republic of Tanzania,TZA,"0","0"
PODOKWO,"637","11.05570000000","14.12990000000",Cameroon,CMR,"0","0"
POGORO,"638","-8.79373000000","36.65620000000",United Republic of Tanzania,TZA,"0","86"
POKOMO,"639","-0.95397500000","39.82280000000",Kenya,KEN,"0","86"
PONDO,"640","-31.38940000000","29.31030000000",South Africa,ZAF,"0","0"
POPO,"641","6.39481661130","1.88476549919",Togo,TGO,"75382","0"
POPOI,"642","1.99354755347","26.17090000000",Democratic Republic of the Congo,COD,"0","0"
POTO,"643","2.14214819176","22.02910000000",Democratic Republic of the Congo,COD,"62777","0"
PUKU,"644","1.73339352356","9.81191060355",Gabon,GAB,"0","0"
RANGI,"645","-4.63081000000","36.03690000000",United Republic of Tanzania,TZA,"0","0"
REGA,"646","-2.93203000000","27.73300000000",Democratic Republic of the Congo,COD,"0","0"
REGEIBAT,"647","22.85330000000","-12.16490000000",Western Sahara,WSA,"0","0"
RENDILE,"648","3.47022570303","36.96910000000",Kenya,KEN,"0","9"
RESHE,"649","11.15600000000","4.69897702890",Nigeria,NGA,"0","0"
RESHIAT,"650","4.92144749252","36.30840000000",Kenya,KEN,"0","0"
RIF,"651","34.79080000000","-3.71829000000",Morocco,MAR,"0","0"
RIYAH,"652","29.39460000000","12.34380000000",Tunisia,TUN,"0","0"
ROLONG,"653","-26.91680000000","25.56580000000",South Africa,ZAF,"0","0"
RONGA,"654","-26.51810000000","32.42390000000",Swaziland,SWZ,"0","0"
RUANDA,"655","-1.93110000000","29.93540000000",Rwanda,RWA,"0","0"
RUARHA,"656","33.32260000000","5.91159752219",Algeria,DZA,"0","0"
RUFFA,"657","13.16570000000","34.25220000000",Ethiopia,ETH,"0","0"
RUMBI,"658","0.63315405435","27.07380000000",Democratic Republic of the Congo,COD,"118","0"
RUNDI,"659","-3.28221000000","30.08750000000",Rwanda,RWA,"0","86"
RUNGA,"660","10.68650000000","21.43090000000",Chad,TCD,"0","0"
SAADI,"661","29.33610000000","27.84680000000",Egypt,EGY,"0","0"
SAB,"662","2.78542765396","43.85150000000",Somalia,SOM,"0","0"
SABEI,"663","1.19700997788","34.69770000000",Uganda,UGA,"0","0"
SAFWA,"664","-8.54334000000","33.14640000000",United Republic of Tanzania,TZA,"0","0"
SAGARA,"665","-6.81425000000","36.84420000000",United Republic of Tanzania,TZA,"0","43498"
SAHEL,"666","35.54400000000","10.49720000000",Tunisia,TUN,"0","0"
SAHO,"667","14.34350000000","39.92730000000",Ethiopia,ETH,"0","0"
SAKALAVA,"668","-17.64590000000","46.05010000000",Madagascar,MDG,"35535","30812"
SAKATA,"669","-2.84089000000","17.77990000000",Democratic Republic of the Congo,COD,"588","86"
SALA,"670","8.81489518846","17.57380000000",Chad,TCD,"0","0"
SAMBURU,"671","1.08991367981","36.91340000000",Kenya,KEN,"0","0"
SAMO,"672","13.37660000000","-2.90160000000",Mali,MLI,"0","0"
SANDAWE,"673","-5.22784000000","35.59120000000",United Republic of Tanzania,TZA,"0","0"
SANGA,"674","2.26032425992","16.18530000000",Congo,COG,"8343","0"
SANGU,"675","-8.08836000000","34.09080000000",United Republic of Tanzania,TZA,"0","0"
SANUSI,"676","30.38830000000","21.88470000000",Egypt,EGY,"0","0"
SANYE,"677","-1.75582000000","39.44530000000",Kenya,KEN,"0","0"
SAPO,"678","5.75377630961","-8.50860000000",Liberia,LBR,"0","0"
SEGEJU,"679","-3.21371000000","39.99680000000",United Republic of Tanzania,TZA,"0","697"
SEKE,"680","0.66220064611","9.89595654854",Gabon,GAB,"1392","0"
SELE,"681","-11.22240000000","14.15110000000",Angola,AGO,"2753","0"
SELIM,"682","11.25290000000","31.92110000000",South Sudan,SSD,"0","0"
SENA,"683","-18.10810000000","34.72820000000",Mozambique,MOZ,"88803","0"
SENGA,"684","-11.31190000000","32.72210000000",Zambia,ZMB,"0","2872"
SENUFO,"685","9.25328309809","-5.60798000000",Mali,MLI,"0","0"
SERER,"686","14.02140000000","-16.04830000000",Senegal,SEN,"2374","0"
SHAIKIA,"687","17.97340000000","32.39260000000",Sudan,SDN,"0","0"
SHAMBALA,"688","-4.68555000000","38.41900000000",United Republic of Tanzania,TZA,"0","3741"
SHASHI,"689","-1.94390000000","34.47070000000",United Republic of Tanzania,TZA,"0","0"
SHAWIA,"690","35.48990000000","6.79006477623",Algeria,DZA,"0","0"
SHEBELLE,"691","5.11011358945","44.99220000000",Somalia,SOM,"0","0"
SHERBRO,"692","7.64474940622","-12.30550000000",Sierra Leone,SLE,"2685","0"
SHILA,"693","-9.45047000000","28.19400000000",Zambia,ZMB,"0","0"
SHILLUK,"694","9.90453374968","31.74810000000",South Sudan,SSD,"0","0"
SHLUH,"695","30.35750000000","-8.31197000000",Morocco,MAR,"0","0"
SHOGO,"696","-1.07029000000","11.94630000000",Gabon,GAB,"376","0"
SHUKRIA,"697","14.55760000000","35.12890000000",Sudan,SDN,"0","0"
SHUWA,"698","12.37740000000","15.27440000000",Nigeria,NGA,"0","0"
SIA,"699","11.78930000000","-4.19494000000",Mali,MLI,"0","0"
SIDI,"700","31.76210000000","0.79656532142",Algeria,DZA,"0","0"
SIHANAKA,"701","-17.39570000000","48.50980000000",Madagascar,MDG,"2461","2135"
SILA,"702","12.07620000000","21.74560000000",Chad,TCD,"0","0"
SINZA,"703","-2.73248000000","31.61000000000",Rwanda,RWA,"0","174"
SIRTICANS,"704","30.46410000000","16.51680000000",Libya,LBY,"0","0"
SIWA,"705","29.02240000000","25.81600000000",Egypt,EGY,"0","0"
SOGA,"706","0.95621329197","33.57250000000",Uganda,UGA,"0","174"
SOKO,"707","1.44963560224","23.67540000000",Democratic Republic of the Congo,COD,"2586","0"
SOKOTO,"708","12.78480000000","4.42127937769",Nigeria,NGA,"0","0"
SOLIMAN,"709","14.57430000000","15.23790000000",Chad,TCD,"0","0"
SOMBA,"710","10.47950000000","1.42440664799",Togo,TGO,"1715","0"
SOMRAI,"711","10.01410000000","17.08470000000",Chad,TCD,"766","0"
SONGE,"712","-5.40240000000","25.41560000000",Democratic Republic of the Congo,COD,"0","0"
SONGHAI,"713","15.37140000000","-0.85261700000",Niger,NER,"35","0"
SONGO,"714","-10.61190000000","17.68440000000",Angola,AGO,"7866","0"
SONGOLA,"715","-2.82383000000","26.10240000000",Democratic Republic of the Congo,COD,"0","86"
SONGOMENO,"716","-3.72696000000","22.69000000000",Democratic Republic of the Congo,COD,"0","0"
SONINKE,"717","15.16070000000","-9.47774000000",Senegal,SEN,"994","0"
SONJO,"718","-2.15509000000","35.82650000000",United Republic of Tanzania,TZA,"0","0"
SOTHO,"719","-28.97500000000","27.64790000000",South Africa,ZAF,"0","0"
SUAFA,"720","33.91700000000","6.76638645266",Algeria,DZA,"0","0"
SUBIA,"721","-17.65540000000","24.79510000000",Zimbabwe,ZWE,"0","0"
SUK,"722","1.27657571878","35.71240000000",Kenya,KEN,"0","0"
SUKU,"723","-5.91751000000","17.80890000000",Democratic Republic of the Congo,COD,"5091","0"
SUKUMA,"724","-3.10109000000","33.72650000000",United Republic of Tanzania,TZA,"2441","2348"
SUMBWA,"725","-3.62756000000","31.72790000000",United Republic of Tanzania,TZA,"0","86"
SUNDI,"726","-4.48785000000","13.99000000000",Democratic Republic of the Congo,COD,"12296","0"
SURI,"727","6.09363444192","35.29100000000",Ethiopia,ETH,"0","0"
SUSU,"728","10.26010000000","-13.15770000000",Sierra Leone,SLE,"81514","0"
SWAZI,"729","-26.56190000000","31.33780000000",Swaziland,SWZ,"0","0"
TABWA,"730","-8.29063000000","29.58140000000",Zambia,ZMB,"0","0"
TAGALI,"731","12.12150000000","31.41880000000",Sudan,SDN,"0","0"
TAJAKANT,"732","28.15660000000","-7.59488000000",Western Sahara,WSA,"0","0"
TALODI,"733","10.67320000000","30.56710000000",Sudan,SDN,"0","0"
TAMA,"734","14.31550000000","22.81520000000",Chad,TCD,"0","0"
TANALA,"735","-20.90290000000","47.67980000000",Madagascar,MDG,"6562","5690"
TANGALE,"736","9.90385745388","11.47870000000",Nigeria,NGA,"0","0"
TANNEKWE,"737","-19.29460000000","21.97670000000",Botswana,BWA,"0","0"
TASUMSA,"738","17.08410000000","-15.72660000000",Mauritania,MRT,"0","0"
TATOGA,"739","-4.68470000000","35.37770000000",United Republic of Tanzania,TZA,"0","522"
TAWANA,"740","-19.99390000000","22.77950000000",Botswana,BWA,"0","0"
TAWARA,"741","-17.19120000000","32.85730000000",Zimbabwe,ZWE,"0","0"
TAZARAWA,"742","13.92760000000","7.94356777293",Niger,NER,"0","0"
TEDA,"743","21.74380000000","16.32500000000",Libya,LBY,"0","0"
TEITA,"744","-3.34667000000","38.44870000000",Kenya,KEN,"0","348"
TEKE,"745","-2.88303000000","15.46400000000",Gabon,GAB,"65046","0"
TEKNA,"746","27.81730000000","-10.90850000000",Western Sahara,WSA,"0","0"
TEM,"747","8.94977482392","1.30682988508",Togo,TGO,"49132","0"
TEMAIN,"748","11.69610000000","29.83510000000",Sudan,SDN,"0","0"
TEMBU,"749","-31.82130000000","27.83830000000",South Africa,ZAF,"235","0"
TEMNE,"750","8.66878964034","-12.25290000000",Sierra Leone,SLE,"40795","0"
TENDA,"751","12.50950000000","-12.99600000000",Senegal,SEN,"95","0"
TERA,"752","10.53710000000","11.78270000000",Nigeria,NGA,"0","0"
TESO,"753","1.97139516293","33.93910000000",Uganda,UGA,"0","0"
TETELA,"754","-3.68273000000","24.45520000000",Democratic Republic of the Congo,COD,"1058","0"
THONGA,"755","-24.14810000000","32.02170000000",Zimbabwe,ZWE,"0","0"
TIENGA,"756","11.83060000000","3.73828589529",Nigeria,NGA,"0","0"
TIGON,"757","6.87966842512","11.00810000000",Nigeria,NGA,"0","0"
TIGRE,"758","16.30210000000","38.53670000000",Eritrea,ERI,"0","0"
TIGRINYA,"759","14.52480000000","38.31490000000",Ethiopia,ETH,"0","0"
TIKAR,"760","5.90845497013","11.72490000000",Cameroon,CMR,"1035","0"
TIV,"761","7.33061769020","9.15544608222",Nigeria,NGA,"361","0"
TLHAPING,"762","-27.69450000000","24.52740000000",South Africa,ZAF,"0","0"
TLHARU,"763","-26.93980000000","22.84960000000",South Africa,ZAF,"0","0"
TLOKWA,"764","-23.04840000000","29.13780000000",Zimbabwe,ZWE,"0","0"
TOMA,"765","8.19648702562","-9.37147000000",Liberia,LBR,"3291","0"
TONGA,"766","-16.79110000000","27.16360000000",Zimbabwe,ZWE,"0","261"
TOPOKE,"767","0.33662682497","23.96410000000",Democratic Republic of the Congo,COD,"0","0"
TOPOTHA,"768","5.25720580276","34.48710000000",Ilemi triangle,,"0","0"
TORO,"769","0.69719414272","30.60450000000",Uganda,UGA,"0","0"
TOTELA,"770","-16.34690000000","24.52960000000",Zambia,ZMB,"0","0"
TRARZA,"771","17.92580000000","-14.51520000000",Mauritania,MRT,"97","0"
TRIBU,"772","8.01738365966","0.81360269985",Togo,TGO,"0","0"
TRIPOLITANIANS,"773","32.40600000000","12.65370000000",Tunisia,TUN,"0","0"
TSIMIHETY,"774","-15.46680000000","48.84530000000",Madagascar,MDG,"3996","3465"
TUAT,"775","28.25540000000","1.14501037113",Algeria,DZA,"0","0"
TUBURI,"776","10.31030000000","15.09410000000",Chad,TCD,"0","0"
TUKULOR,"777","16.08050000000","-13.90400000000",Senegal,SEN,"0","0"
TULAMA,"778","9.59198009293","39.33540000000",Ethiopia,ETH,"0","18"
TUMBUKA,"779","-10.78660000000","33.69680000000",Zambia,ZMB,"788","11483"
TUMTUM,"780","10.95440000000","29.81110000000",Sudan,SDN,"0","0"
TUNGUR,"781","14.11930000000","25.05120000000",Sudan,SDN,"0","0"
TUNISIANS,"782","36.57990000000","9.29233888501",Tunisia,TUN,"0","0"
TURKANA,"783","3.40487110961","35.39720000000",Ilemi triangle,,"0","0"
TURU,"784","-5.14710000000","34.67640000000",United Republic of Tanzania,TZA,"0","3394"
TUSYAN,"785","10.97070000000","-4.33894000000",Burkina Faso,BFA,"0","0"
UDALAN,"786","15.63860000000","-0.86368400000",Niger,NER,"0","0"
UNGA,"787","-11.58060000000","30.19750000000",Zambia,ZMB,"0","0"
UNINHABITED (Cape Verde),"0","15.94150000000","-23.98060000000",Egypt,EGY,,
UNINHABITED (Libyan Desert),"0","25.86780000000","23.86590000000",Egypt,EGY,,
UNINHABITED (Madeira),"0","32.33640000000","-16.43430000000",Egypt,EGY,,
UNINHABITED (Mauritius),"0","-20.13100000000","57.87870000000",Egypt,EGY,,
UNINHABITED (Reunion),"0","-21.12080000000","55.54010000000",Egypt,EGY,,
UNINHABITED (Sao Tome and Principe),"0","0.44560980077","6.72677149356",Egypt,EGY,,
UNINHABITED (Seychelles),"0","-6.72258000000","51.92350000000",Egypt,EGY,,
UNINHABITED (West Saharan Desert),"0","24.92420000000","-5.37388000000",Egypt,EGY,,
UREGU,"788","33.36160000000","-3.56219000000",Morocco,MAR,"0","0"
VAGALA,"789","9.10623492091","-2.29926000000",Ghana,GHA,"0","0"
VAI,"790","6.90223321251","-11.15830000000",Sierra Leone,SLE,"1100","0"
VENDA,"791","-22.55450000000","30.20530000000",Zimbabwe,ZWE,"0","0"
VERE,"792","9.12736468268","12.57010000000",Nigeria,NGA,"0","0"
VILI,"793","-4.66064000000","12.05830000000",Gabon,GAB,"79388","0"
WABA,"794","9.98290152182","-2.21733000000",Ghana,GHA,"0","0"
WAKURA,"795","11.19130000000","13.82040000000",Nigeria,NGA,"0","0"
WALLAGA,"796","8.96338985977","35.62870000000",Ethiopia,ETH,"0","12"
WALLO,"797","11.75040000000","39.79130000000",Ethiopia,ETH,"0","10"
WANGA,"798","0.62214070540","34.54100000000",Uganda,UGA,"325","522"
WARA,"799","10.64740000000","-5.00823000000",Burkina Faso,BFA,"30","0"
WARAIN,"800","33.56630000000","-4.19075000000",Morocco,MAR,"0","0"
WARJAWA,"801","11.33630000000","9.72794264559",Nigeria,NGA,"0","0"
WIDEKUM,"802","6.02573413096","9.85516021640",Nigeria,NGA,"0","0"
WOBE,"803","7.34096554388","-7.17195000000",CÃ¯Â¿Â½te d'Ivoire,CIV,"0","0"
WOLOF,"804","15.21500000000","-16.22260000000",Senegal,SEN,"90847","0"
WUM,"805","6.55511068480","9.85721242902",Nigeria,NGA,"0","0"
WURKUM,"806","9.39228296632","11.29670000000",Nigeria,NGA,"0","0"
WUTE,"807","5.41340164263","12.39270000000",Cameroon,CMR,"282","0"
XAM,"808","-30.74890000000","22.63470000000",South Africa,ZAF,"0","0"
XOSA,"809","-32.73930000000","27.58810000000",South Africa,ZAF,"631","0"
YAHI,"810","34.16710000000","-3.14615000000",Morocco,MAR,"0","0"
YAKA,"811","-6.25624000000","17.15230000000",Democratic Republic of the Congo,COD,"3527","0"
YAKO,"812","5.72287646206","8.28226032709",Nigeria,NGA,"126","0"
YAKOMA,"813","4.30359835244","21.77800000000",Democratic Republic of the Congo,COD,"1729","0"
YALUNKA,"814","10.08690000000","-11.22580000000",Sierra Leone,SLE,"114","0"
YANGERE,"815","4.12173899373","16.27390000000",Central African Republic,CAF,"0","0"
YANZI,"816","-3.98035000000","18.10100000000",Democratic Republic of the Congo,COD,"0","0"
YAO,"817","-12.54330000000","36.41360000000",United Republic of Tanzania,TZA,"11378","171212"
YEKE,"818","-10.50360000000","27.44870000000",Democratic Republic of the Congo,COD,"0","0"
YERGUM,"819","9.24093315469","9.96792466302",Nigeria,NGA,"0","0"
YESKWA,"820","9.21803353268","8.00089011873",Nigeria,NGA,"90","0"
YOMBE,"821","-4.79305000000","12.96090000000",Democratic Republic of the Congo,COD,"8531","0"
YORUBA,"822","8.31655448919","4.11471049165",Nigeria,NGA,"665966","0"
YUNGUR,"823","9.90956828059","12.53520000000",Nigeria,NGA,"0","0"
ZAGHAWA,"824","15.65710000000","24.70570000000",Chad,TCD,"0","0"
ZARAMO,"825","-7.24679000000","38.88430000000",United Republic of Tanzania,TZA,"0","100742"
ZEKARA,"826","34.23850000000","-2.05469000000",Morocco,MAR,"0","0"
ZENEGA,"827","17.41910000000","-8.73232000000",Mauritania,MRT,"0","0"
ZERMA,"828","13.58420000000","2.72325785834",Nigeria,NGA,"0","0"
ZEZURU,"829","-18.17520000000","30.96160000000",Zimbabwe,ZWE,"0","0"
ZIBAN,"830","34.57950000000","5.70738997666",Algeria,DZA,"0","0"
ZIGULA,"831","-5.48752000000","38.16500000000",United Republic of Tanzania,TZA,"0","4959"
ZIMBA,"832","-16.81630000000","34.76870000000",Mozambique,MOZ,"0","0"
"ZUANDE, BATU (E)","833","7.33521985206","11.12810000000",Nigeria,NGA,"0","0"
ZULU,"834","-29.12320000000","30.39890000000",South Africa,ZAF,"0","0"
ZUMPER,"835","7.25505618988","10.12710000000",Nigeria,NGA,"126","0"
